Year,Units,criminal offences,federal state,GeoCode,Value
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,128.106
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,schleswig-holstein,code01,147.399
2010,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,147.412
2011,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,135.651
2012,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,142.464
2013,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,144.9
2014,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,136.0
2015,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,128.109
2016,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,164.784
2017,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,161.9
2018,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,162.792
2019,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,139.841
2020,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,151.028
2021,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,138.428
2022,"per 100,000 inhabitants",dangerous and serious bodily injury,thuringia,code16,155.25
2010,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,996.529
2011,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,943.455
2012,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,908.267
2013,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,914.7
2014,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,948.7
2015,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,953.022
2016,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,820.056
2017,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,812.554
2018,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,840.41
2019,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,953.979
2020,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,822.89
2021,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,742.517
2022,"per 100,000 inhabitants",fraud,baden-wuerttemberg,code08,673.019
2010,"per 100,000 inhabitants",fraud,bavaria,code09,719.686
2011,"per 100,000 inhabitants",fraud,bavaria,code09,699.04
2012,"per 100,000 inhabitants",fraud,bavaria,code09,683.569
2013,"per 100,000 inhabitants",fraud,bavaria,code09,708.7
2014,"per 100,000 inhabitants",fraud,bavaria,code09,714.6
2015,"per 100,000 inhabitants",fraud,bavaria,code09,763.846
2016,"per 100,000 inhabitants",fraud,bavaria,code09,726.81
2017,"per 100,000 inhabitants",fraud,bavaria,code09,693.479
2018,"per 100,000 inhabitants",fraud,bavaria,code09,714.407
2019,"per 100,000 inhabitants",fraud,bavaria,code09,656.319
2020,"per 100,000 inhabitants",fraud,bavaria,code09,662.329
2021,"per 100,000 inhabitants",fraud,bavaria,code09,611.148
2022,"per 100,000 inhabitants",fraud,bavaria,code09,611.225
2010,"per 100,000 inhabitants",fraud,berlin,code11,2466.773
2011,"per 100,000 inhabitants",fraud,berlin,code11,2512.669
2012,"per 100,000 inhabitants",fraud,berlin,code11,2421.646
2013,"per 100,000 inhabitants",fraud,berlin,code11,2361.7
2014,"per 100,000 inhabitants",fraud,berlin,code11,3096.7
2015,"per 100,000 inhabitants",fraud,berlin,code11,3050.133
2016,"per 100,000 inhabitants",fraud,berlin,code11,2564.012
2017,"per 100,000 inhabitants",fraud,berlin,code11,2585.605
2018,"per 100,000 inhabitants",fraud,berlin,code11,2352.376
2019,"per 100,000 inhabitants",fraud,berlin,code11,2400.499
2020,"per 100,000 inhabitants",fraud,berlin,code11,2237.477
2021,"per 100,000 inhabitants",fraud,berlin,code11,2397.868
2022,"per 100,000 inhabitants",fraud,berlin,code11,2086.46
2010,"per 100,000 inhabitants",fraud,brandenburg,code12,1143.626
2011,"per 100,000 inhabitants",fraud,brandenburg,code12,1061.944
2012,"per 100,000 inhabitants",fraud,brandenburg,code12,1111.333
2013,"per 100,000 inhabitants",fraud,brandenburg,code12,1009.2
2014,"per 100,000 inhabitants",fraud,brandenburg,code12,979.8
2015,"per 100,000 inhabitants",fraud,brandenburg,code12,899.07
2016,"per 100,000 inhabitants",fraud,brandenburg,code12,802.269
2017,"per 100,000 inhabitants",fraud,brandenburg,code12,805.565
2018,"per 100,000 inhabitants",fraud,brandenburg,code12,771.992
2019,"per 100,000 inhabitants",fraud,brandenburg,code12,705.358
2020,"per 100,000 inhabitants",fraud,brandenburg,code12,628.1
2021,"per 100,000 inhabitants",fraud,brandenburg,code12,639.69
2022,"per 100,000 inhabitants",fraud,brandenburg,code12,624.855
2010,"per 100,000 inhabitants",fraud,bremen,code04,2115.606
2011,"per 100,000 inhabitants",fraud,bremen,code04,2100.644
2012,"per 100,000 inhabitants",fraud,bremen,code04,2096.654
2013,"per 100,000 inhabitants",fraud,bremen,code04,2064.1
2014,"per 100,000 inhabitants",fraud,bremen,code04,2061.3
2015,"per 100,000 inhabitants",fraud,bremen,code04,2284.828
2016,"per 100,000 inhabitants",fraud,bremen,code04,2213.29
2017,"per 100,000 inhabitants",fraud,bremen,code04,1838.077
2018,"per 100,000 inhabitants",fraud,bremen,code04,1946.898
2019,"per 100,000 inhabitants",fraud,bremen,code04,1865.338
2020,"per 100,000 inhabitants",fraud,bremen,code04,2104.515
2021,"per 100,000 inhabitants",fraud,bremen,code04,2024.172
2022,"per 100,000 inhabitants",fraud,bremen,code04,2056.727
2010,"per 100,000 inhabitants",fraud,hamburg,code02,2068.49
2011,"per 100,000 inhabitants",fraud,hamburg,code02,1968.81
2012,"per 100,000 inhabitants",fraud,hamburg,code02,1852.592
2013,"per 100,000 inhabitants",fraud,hamburg,code02,1970.7
2014,"per 100,000 inhabitants",fraud,hamburg,code02,1735.6
2015,"per 100,000 inhabitants",fraud,hamburg,code02,1768.049
2016,"per 100,000 inhabitants",fraud,hamburg,code02,1692.507
2017,"per 100,000 inhabitants",fraud,hamburg,code02,1798.073
2018,"per 100,000 inhabitants",fraud,hamburg,code02,1812.154
2019,"per 100,000 inhabitants",fraud,hamburg,code02,1663.934
2020,"per 100,000 inhabitants",fraud,hamburg,code02,1502.122
2021,"per 100,000 inhabitants",fraud,hamburg,code02,1370.597
2022,"per 100,000 inhabitants",fraud,hamburg,code02,1607.715
2010,"per 100,000 inhabitants",fraud,hesse,code06,1322.437
2011,"per 100,000 inhabitants",fraud,hesse,code06,1267.814
2012,"per 100,000 inhabitants",fraud,hesse,code06,1273.939
2013,"per 100,000 inhabitants",fraud,hesse,code06,1154.2
2014,"per 100,000 inhabitants",fraud,hesse,code06,1135.0
2015,"per 100,000 inhabitants",fraud,hesse,code06,1189.208
2016,"per 100,000 inhabitants",fraud,hesse,code06,1155.878
2017,"per 100,000 inhabitants",fraud,hesse,code06,1090.376
2018,"per 100,000 inhabitants",fraud,hesse,code06,1203.169
2019,"per 100,000 inhabitants",fraud,hesse,code06,1192.839
2020,"per 100,000 inhabitants",fraud,hesse,code06,1002.643
2021,"per 100,000 inhabitants",fraud,hesse,code06,969.832
2022,"per 100,000 inhabitants",fraud,hesse,code06,871.499
2010,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1373.256
2011,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1256.015
2012,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1155.58
2013,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1101.0
2014,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1074.3
2015,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1002.353
2016,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1130.143
2017,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1054.9
2018,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1065.843
2019,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,1050.523
2020,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,997.24
2021,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,949.419
2022,"per 100,000 inhabitants",fraud,mecklenburg western pomerania,code13,681.559
2010,"per 100,000 inhabitants",fraud,lower saxony,code03,1403.771
2011,"per 100,000 inhabitants",fraud,lower saxony,code03,1033.588
2012,"per 100,000 inhabitants",fraud,lower saxony,code03,1102.46
2013,"per 100,000 inhabitants",fraud,lower saxony,code03,1132.8
2014,"per 100,000 inhabitants",fraud,lower saxony,code03,1151.9
2015,"per 100,000 inhabitants",fraud,lower saxony,code03,1175.611
2016,"per 100,000 inhabitants",fraud,lower saxony,code03,1142.23
2017,"per 100,000 inhabitants",fraud,lower saxony,code03,1071.462
2018,"per 100,000 inhabitants",fraud,lower saxony,code03,970.29
2019,"per 100,000 inhabitants",fraud,lower saxony,code03,1003.063
2020,"per 100,000 inhabitants",fraud,lower saxony,code03,1041.432
2021,"per 100,000 inhabitants",fraud,lower saxony,code03,991.551
2022,"per 100,000 inhabitants",fraud,lower saxony,code03,971.43
2010,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1216.348
2011,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1349.828
2012,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1504.679
2013,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1401.6
2014,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1441.7
2015,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1402.368
2016,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1269.031
2017,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1277.192
2018,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1078.023
2019,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1020.368
2020,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1070.01
2021,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1087.709
2022,"per 100,000 inhabitants",fraud,north rhine-westphalia,code05,1118.151
2010,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1192.163
2011,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1055.234
2012,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1055.079
2013,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1078.1
2014,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,995.3
2015,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,1022.44
2016,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,924.767
2017,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,913.539
2018,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,838.603
2019,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,810.019
2020,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,703.632
2021,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,681.926
2022,"per 100,000 inhabitants",fraud,rhineland palatinate,code07,662.951
2010,"per 100,000 inhabitants",fraud,saarland,code10,1046.274
2011,"per 100,000 inhabitants",fraud,saarland,code10,986.546
2012,"per 100,000 inhabitants",fraud,saarland,code10,1040.732
2013,"per 100,000 inhabitants",fraud,saarland,code10,1063.1
2014,"per 100,000 inhabitants",fraud,saarland,code10,1104.6
2015,"per 100,000 inhabitants",fraud,saarland,code10,1156.885
2016,"per 100,000 inhabitants",fraud,saarland,code10,1067.601
2017,"per 100,000 inhabitants",fraud,saarland,code10,1053.428
2018,"per 100,000 inhabitants",fraud,saarland,code10,1141.435
2019,"per 100,000 inhabitants",fraud,saarland,code10,1338.201
2020,"per 100,000 inhabitants",fraud,saarland,code10,1060.608
2021,"per 100,000 inhabitants",fraud,saarland,code10,779.275
2022,"per 100,000 inhabitants",fraud,saarland,code10,772.435
2010,"per 100,000 inhabitants",fraud,saxony,code14,1280.54
2011,"per 100,000 inhabitants",fraud,saxony,code14,1296.352
2012,"per 100,000 inhabitants",fraud,saxony,code14,1326.679
2013,"per 100,000 inhabitants",fraud,saxony,code14,1279.6
2014,"per 100,000 inhabitants",fraud,saxony,code14,1305.0
2015,"per 100,000 inhabitants",fraud,saxony,code14,1123.697
2016,"per 100,000 inhabitants",fraud,saxony,code14,1054.8
2017,"per 100,000 inhabitants",fraud,saxony,code14,1562.748
2018,"per 100,000 inhabitants",fraud,saxony,code14,824.662
2019,"per 100,000 inhabitants",fraud,saxony,code14,751.556
2020,"per 100,000 inhabitants",fraud,saxony,code14,838.881
2021,"per 100,000 inhabitants",fraud,saxony,code14,758.724
2022,"per 100,000 inhabitants",fraud,saxony,code14,752.015
2010,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1339.654
2011,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1216.992
2012,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1216.039
2013,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1257.0
2014,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1230.1
2015,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1132.474
2016,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1013.329
2017,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1076.802
2018,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1004.552
2019,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1013.44
2020,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1075.414
2021,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1090.254
2022,"per 100,000 inhabitants",fraud,saxony-anhalt,code15,1224.385
2010,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,912.672
2011,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,906.778
2012,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,809.345
2013,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,795.4
2014,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,759.5
2015,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,721.441
2016,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,692.269
2017,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,693.321
2018,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,672.118
2019,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,682.636
2020,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,652.083
2021,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,940.301
2022,"per 100,000 inhabitants",fraud,schleswig-holstein,code01,1830.319
2010,"per 100,000 inhabitants",fraud,thuringia,code16,1129.931
2011,"per 100,000 inhabitants",fraud,thuringia,code16,1019.886
2012,"per 100,000 inhabitants",fraud,thuringia,code16,1072.56
2013,"per 100,000 inhabitants",fraud,thuringia,code16,1060.0
2014,"per 100,000 inhabitants",fraud,thuringia,code16,1054.2
2015,"per 100,000 inhabitants",fraud,thuringia,code16,992.183
2016,"per 100,000 inhabitants",fraud,thuringia,code16,947.338
2017,"per 100,000 inhabitants",fraud,thuringia,code16,939.611
2018,"per 100,000 inhabitants",fraud,thuringia,code16,973.966
2019,"per 100,000 inhabitants",fraud,thuringia,code16,891.587
2020,"per 100,000 inhabitants",fraud,thuringia,code16,910.95
2021,"per 100,000 inhabitants",fraud,thuringia,code16,917.869
2022,"per 100,000 inhabitants",fraud,thuringia,code16,957.53
2010,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,74.83
2011,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,78.179
2012,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,81.541
2013,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,106.9
2014,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,126.8
2015,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,114.355
2016,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,101.98
2017,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,77.037
2018,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,64.644
2019,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,57.979
2020,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,42.305
2021,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,29.704
2022,"per 100,000 inhabitants",domestic burglary,baden-wuerttemberg,code08,40.523
2010,"per 100,000 inhabitants",domestic burglary,bavaria,code09,36.159
2011,"per 100,000 inhabitants",domestic burglary,bavaria,code09,42.29
2012,"per 100,000 inhabitants",domestic burglary,bavaria,code09,45.88
2013,"per 100,000 inhabitants",domestic burglary,bavaria,code09,51.0
2014,"per 100,000 inhabitants",domestic burglary,bavaria,code09,65.1
2015,"per 100,000 inhabitants",domestic burglary,bavaria,code09,58.937
2016,"per 100,000 inhabitants",domestic burglary,bavaria,code09,58.162
2017,"per 100,000 inhabitants",domestic burglary,bavaria,code09,46.749
2018,"per 100,000 inhabitants",domestic burglary,bavaria,code09,40.309
2019,"per 100,000 inhabitants",domestic burglary,bavaria,code09,33.204
2020,"per 100,000 inhabitants",domestic burglary,bavaria,code09,31.856
2021,"per 100,000 inhabitants",domestic burglary,bavaria,code09,17.671
2022,"per 100,000 inhabitants",domestic burglary,bavaria,code09,21.583
2010,"per 100,000 inhabitants",domestic burglary,berlin,code11,266.448
2011,"per 100,000 inhabitants",domestic burglary,berlin,code11,335.718
2012,"per 100,000 inhabitants",domestic burglary,berlin,code11,369.543
2013,"per 100,000 inhabitants",domestic burglary,berlin,code11,342.7
2014,"per 100,000 inhabitants",domestic burglary,berlin,code11,355.3
2015,"per 100,000 inhabitants",domestic burglary,berlin,code11,340.505
2016,"per 100,000 inhabitants",domestic burglary,berlin,code11,326.901
2017,"per 100,000 inhabitants",domestic burglary,berlin,code11,240.011
2018,"per 100,000 inhabitants",domestic burglary,berlin,code11,209.603
2019,"per 100,000 inhabitants",domestic burglary,berlin,code11,218.529
2020,"per 100,000 inhabitants",domestic burglary,berlin,code11,192.67
2021,"per 100,000 inhabitants",domestic burglary,berlin,code11,136.023
2022,"per 100,000 inhabitants",domestic burglary,berlin,code11,167.37
2010,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,114.877
2011,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,120.508
2012,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,152.251
2013,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,163.3
2014,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,163.0
2015,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,180.481
2016,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,168.221
2017,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,126.952
2018,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,103.553
2019,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,105.656
2020,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,98.656
2021,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,73.842
2022,"per 100,000 inhabitants",domestic burglary,brandenburg,code12,98.744
2010,"per 100,000 inhabitants",domestic burglary,bremen,code04,440.611
2011,"per 100,000 inhabitants",domestic burglary,bremen,code04,525.737
2012,"per 100,000 inhabitants",domestic burglary,bremen,code04,547.087
2013,"per 100,000 inhabitants",domestic burglary,bremen,code04,525.2
2014,"per 100,000 inhabitants",domestic burglary,bremen,code04,540.8
2015,"per 100,000 inhabitants",domestic burglary,bremen,code04,535.438
2016,"per 100,000 inhabitants",domestic burglary,bremen,code04,458.98
2017,"per 100,000 inhabitants",domestic burglary,bremen,code04,383.939
2018,"per 100,000 inhabitants",domestic burglary,bremen,code04,278.842
2019,"per 100,000 inhabitants",domestic burglary,bremen,code04,272.48
2020,"per 100,000 inhabitants",domestic burglary,bremen,code04,221.08
2021,"per 100,000 inhabitants",domestic burglary,bremen,code04,186.435
2022,"per 100,000 inhabitants",domestic burglary,bremen,code04,219.672
2010,"per 100,000 inhabitants",domestic burglary,hamburg,code02,443.892
2011,"per 100,000 inhabitants",domestic burglary,hamburg,code02,380.02
2012,"per 100,000 inhabitants",domestic burglary,hamburg,code02,412.877
2013,"per 100,000 inhabitants",domestic burglary,hamburg,code02,399.2
2014,"per 100,000 inhabitants",domestic burglary,hamburg,code02,428.9
2015,"per 100,000 inhabitants",domestic burglary,hamburg,code02,510.894
2016,"per 100,000 inhabitants",domestic burglary,hamburg,code02,420.161
2017,"per 100,000 inhabitants",domestic burglary,hamburg,code02,318.652
2018,"per 100,000 inhabitants",domestic burglary,hamburg,code02,251.341
2019,"per 100,000 inhabitants",domestic burglary,hamburg,code02,234.252
2020,"per 100,000 inhabitants",domestic burglary,hamburg,code02,186.331
2021,"per 100,000 inhabitants",domestic burglary,hamburg,code02,118.976
2022,"per 100,000 inhabitants",domestic burglary,hamburg,code02,135.172
2010,"per 100,000 inhabitants",domestic burglary,hesse,code06,167.093
2011,"per 100,000 inhabitants",domestic burglary,hesse,code06,182.162
2012,"per 100,000 inhabitants",domestic burglary,hesse,code06,176.35
2013,"per 100,000 inhabitants",domestic burglary,hesse,code06,179.4
2014,"per 100,000 inhabitants",domestic burglary,hesse,code06,181.6
2015,"per 100,000 inhabitants",domestic burglary,hesse,code06,190.273
2016,"per 100,000 inhabitants",domestic burglary,hesse,code06,168.47
2017,"per 100,000 inhabitants",domestic burglary,hesse,code06,133.38
2018,"per 100,000 inhabitants",domestic burglary,hesse,code06,120.162
2019,"per 100,000 inhabitants",domestic burglary,hesse,code06,108.015
2020,"per 100,000 inhabitants",domestic burglary,hesse,code06,82.14
2021,"per 100,000 inhabitants",domestic burglary,hesse,code06,61.305
2022,"per 100,000 inhabitants",domestic burglary,hesse,code06,67.911
2010,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,77.721
2011,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,82.611
2012,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,87.933
2013,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,95.0
2014,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,95.8
2015,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,95.114
2016,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,91.605
2017,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,73.261
2018,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,68.338
2019,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,55.104
2020,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,48.876
2021,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,57.55
2022,"per 100,000 inhabitants",domestic burglary,mecklenburg western pomerania,code13,49.964
2010,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,151.942
2011,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,151.835
2012,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,187.774
2013,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,202.4
2014,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,188.1
2015,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,211.774
2016,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,206.961
2017,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,171.099
2018,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,140.68
2019,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,118.46
2020,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,96.802
2021,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,64.66
2022,"per 100,000 inhabitants",domestic burglary,lower saxony,code03,81.101
2010,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,254.548
2011,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,287.076
2012,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,308.733
2013,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,313.0
2014,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,300.4
2015,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,353.564
2016,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,294.299
2017,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,218.316
2018,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,166.948
2019,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,149.766
2020,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,138.072
2021,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,103.629
2022,"per 100,000 inhabitants",domestic burglary,north rhine-westphalia,code05,131.261
2010,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,114.423
2011,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,127.936
2012,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,137.317
2013,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,146.8
2014,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,145.7
2015,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,177.611
2016,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,166.403
2017,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,118.887
2018,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,100.597
2019,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,79.513
2020,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,64.169
2021,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,45.725
2022,"per 100,000 inhabitants",domestic burglary,rhineland palatinate,code07,61.245
2010,"per 100,000 inhabitants",domestic burglary,saarland,code10,168.309
2011,"per 100,000 inhabitants",domestic burglary,saarland,code10,166.188
2012,"per 100,000 inhabitants",domestic burglary,saarland,code10,203.537
2013,"per 100,000 inhabitants",domestic burglary,saarland,code10,210.7
2014,"per 100,000 inhabitants",domestic burglary,saarland,code10,250.8
2015,"per 100,000 inhabitants",domestic burglary,saarland,code10,246.402
2016,"per 100,000 inhabitants",domestic burglary,saarland,code10,195.561
2017,"per 100,000 inhabitants",domestic burglary,saarland,code10,139.567
2018,"per 100,000 inhabitants",domestic burglary,saarland,code10,172.603
2019,"per 100,000 inhabitants",domestic burglary,saarland,code10,149.418
2020,"per 100,000 inhabitants",domestic burglary,saarland,code10,138.922
2021,"per 100,000 inhabitants",domestic burglary,saarland,code10,106.099
2022,"per 100,000 inhabitants",domestic burglary,saarland,code10,102.408
2010,"per 100,000 inhabitants",domestic burglary,saxony,code14,78.739
2011,"per 100,000 inhabitants",domestic burglary,saxony,code14,85.263
2012,"per 100,000 inhabitants",domestic burglary,saxony,code14,94.717
2013,"per 100,000 inhabitants",domestic burglary,saxony,code14,89.4
2014,"per 100,000 inhabitants",domestic burglary,saxony,code14,95.6
2015,"per 100,000 inhabitants",domestic burglary,saxony,code14,104.974
2016,"per 100,000 inhabitants",domestic burglary,saxony,code14,114.668
2017,"per 100,000 inhabitants",domestic burglary,saxony,code14,99.736
2018,"per 100,000 inhabitants",domestic burglary,saxony,code14,98.032
2019,"per 100,000 inhabitants",domestic burglary,saxony,code14,74.547
2020,"per 100,000 inhabitants",domestic burglary,saxony,code14,69.524
2021,"per 100,000 inhabitants",domestic burglary,saxony,code14,48.731
2022,"per 100,000 inhabitants",domestic burglary,saxony,code14,51.694
2010,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,99.082
