Year,Units,Time series,Federal state,GeoCode,Value
2007,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,45.0
2008,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,52.0
2009,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,51.0
2010,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,57.0
2011,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,85.0
2012,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,96.0
2013,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,93.0
2014,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,98.0
2015,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,106.0
2016,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,118.0
2017,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,150.0
2018,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,140.0
2019,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,141.0
2020,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,146.0
2021,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,149.0
2022,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,179.0
2023,Number,Researchers from LDCs,Baden-Wuerttemberg,code08,170.0
2006,Number,Researchers from LDCs,Bavaria,code09,26.0
2007,Number,Researchers from LDCs,Bavaria,code09,23.0
2008,Number,Researchers from LDCs,Bavaria,code09,24.0
2009,Number,Researchers from LDCs,Bavaria,code09,35.0
2010,Number,Researchers from LDCs,Bavaria,code09,39.0
2011,Number,Researchers from LDCs,Bavaria,code09,57.0
2012,Number,Researchers from LDCs,Bavaria,code09,67.0
2013,Number,Researchers from LDCs,Bavaria,code09,68.0
2014,Number,Researchers from LDCs,Bavaria,code09,71.0
2015,Number,Researchers from LDCs,Bavaria,code09,70.0
2016,Number,Researchers from LDCs,Bavaria,code09,60.0
2017,Number,Researchers from LDCs,Bavaria,code09,75.0
2018,Number,Researchers from LDCs,Bavaria,code09,63.0
2019,Number,Researchers from LDCs,Bavaria,code09,76.0
2020,Number,Researchers from LDCs,Bavaria,code09,105.0
2021,Number,Researchers from LDCs,Bavaria,code09,113.0
2022,Number,Researchers from LDCs,Bavaria,code09,144.0
2023,Number,Researchers from LDCs,Bavaria,code09,151.0
2006,Number,Researchers from LDCs,Berlin,code11,6.0
2007,Number,Researchers from LDCs,Berlin,code11,5.0
2008,Number,Researchers from LDCs,Berlin,code11,7.0
2009,Number,Researchers from LDCs,Berlin,code11,8.0
2010,Number,Researchers from LDCs,Berlin,code11,10.0
2011,Number,Researchers from LDCs,Berlin,code11,11.0
2012,Number,Researchers from LDCs,Berlin,code11,12.0
2013,Number,Researchers from LDCs,Berlin,code11,19.0
2014,Number,Researchers from LDCs,Berlin,code11,22.0
2015,Number,Researchers from LDCs,Berlin,code11,25.0
2016,Number,Researchers from LDCs,Berlin,code11,34.0
2017,Number,Researchers from LDCs,Berlin,code11,30.0
2018,Number,Researchers from LDCs,Berlin,code11,31.0
2019,Number,Researchers from LDCs,Berlin,code11,35.0
2020,Number,Researchers from LDCs,Berlin,code11,36.0
2021,Number,Researchers from LDCs,Berlin,code11,49.0
2022,Number,Researchers from LDCs,Berlin,code11,56.0
2023,Number,Researchers from LDCs,Berlin,code11,71.0
2006,Number,Researchers from LDCs,Brandenburg,code12,3.0
2007,Number,Researchers from LDCs,Brandenburg,code12,2.0
2008,Number,Researchers from LDCs,Brandenburg,code12,6.0
2009,Number,Researchers from LDCs,Brandenburg,code12,8.0
2010,Number,Researchers from LDCs,Brandenburg,code12,8.0
2011,Number,Researchers from LDCs,Brandenburg,code12,5.0
2012,Number,Researchers from LDCs,Brandenburg,code12,8.0
2013,Number,Researchers from LDCs,Brandenburg,code12,7.0
2014,Number,Researchers from LDCs,Brandenburg,code12,4.0
2015,Number,Researchers from LDCs,Brandenburg,code12,7.0
2016,Number,Researchers from LDCs,Brandenburg,code12,13.0
2017,Number,Researchers from LDCs,Brandenburg,code12,6.0
2018,Number,Researchers from LDCs,Brandenburg,code12,8.0
2019,Number,Researchers from LDCs,Brandenburg,code12,18.0
2020,Number,Researchers from LDCs,Brandenburg,code12,27.0
2021,Number,Researchers from LDCs,Brandenburg,code12,28.0
2022,Number,Researchers from LDCs,Brandenburg,code12,45.0
2023,Number,Researchers from LDCs,Brandenburg,code12,45.0
2006,Number,Researchers from LDCs,Bremen,code04,5.0
2007,Number,Researchers from LDCs,Bremen,code04,3.0
2008,Number,Researchers from LDCs,Bremen,code04,6.0
2009,Number,Researchers from LDCs,Bremen,code04,8.0
2010,Number,Researchers from LDCs,Bremen,code04,8.0
2011,Number,Researchers from LDCs,Bremen,code04,6.0
2012,Number,Researchers from LDCs,Bremen,code04,5.0
2013,Number,Researchers from LDCs,Bremen,code04,10.0
2014,Number,Researchers from LDCs,Bremen,code04,9.0
2015,Number,Researchers from LDCs,Bremen,code04,13.0
2016,Number,Researchers from LDCs,Bremen,code04,11.0
2017,Number,Researchers from LDCs,Bremen,code04,11.0
2018,Number,Researchers from LDCs,Bremen,code04,10.0
2019,Number,Researchers from LDCs,Bremen,code04,11.0
2020,Number,Researchers from LDCs,Bremen,code04,12.0
2021,Number,Researchers from LDCs,Bremen,code04,12.0
2022,Number,Researchers from LDCs,Bremen,code04,22.0
2023,Number,Researchers from LDCs,Bremen,code04,23.0
2006,Number,Researchers from LDCs,Hamburg,code02,8.0
2007,Number,Researchers from LDCs,Hamburg,code02,11.0
2008,Number,Researchers from LDCs,Hamburg,code02,5.0
2009,Number,Researchers from LDCs,Hamburg,code02,7.0
2010,Number,Researchers from LDCs,Hamburg,code02,14.0
2011,Number,Researchers from LDCs,Hamburg,code02,14.0
2012,Number,Researchers from LDCs,Hamburg,code02,14.0
2013,Number,Researchers from LDCs,Hamburg,code02,19.0
2014,Number,Researchers from LDCs,Hamburg,code02,20.0
2015,Number,Researchers from LDCs,Hamburg,code02,15.0
2016,Number,Researchers from LDCs,Hamburg,code02,19.0
2017,Number,Researchers from LDCs,Hamburg,code02,23.0
2018,Number,Researchers from LDCs,Hamburg,code02,20.0
2019,Number,Researchers from LDCs,Hamburg,code02,19.0
2020,Number,Researchers from LDCs,Hamburg,code02,29.0
2021,Number,Researchers from LDCs,Hamburg,code02,34.0
2022,Number,Researchers from LDCs,Hamburg,code02,42.0
2023,Number,Researchers from LDCs,Hamburg,code02,57.0
2006,Number,Researchers from LDCs,Hesse,code06,18.0
2007,Number,Researchers from LDCs,Hesse,code06,19.0
2008,Number,Researchers from LDCs,Hesse,code06,20.0
2009,Number,Researchers from LDCs,Hesse,code06,17.0
2010,Number,Researchers from LDCs,Hesse,code06,27.0
2011,Number,Researchers from LDCs,Hesse,code06,25.0
2012,Number,Researchers from LDCs,Hesse,code06,26.0
2013,Number,Researchers from LDCs,Hesse,code06,36.0
2014,Number,Researchers from LDCs,Hesse,code06,40.0
2015,Number,Researchers from LDCs,Hesse,code06,42.0
2016,Number,Researchers from LDCs,Hesse,code06,53.0
2017,Number,Researchers from LDCs,Hesse,code06,58.0
2018,Number,Researchers from LDCs,Hesse,code06,59.0
2019,Number,Researchers from LDCs,Hesse,code06,43.0
2020,Number,Researchers from LDCs,Hesse,code06,42.0
2021,Number,Researchers from LDCs,Hesse,code06,50.0
2022,Number,Researchers from LDCs,Hesse,code06,65.0
2023,Number,Researchers from LDCs,Hesse,code06,62.0
2006,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,5.0
2007,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,3.0
2008,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,4.0
2009,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,5.0
2010,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,5.0
2011,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,14.0
2012,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,11.0
2013,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,11.0
2014,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,13.0
2015,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,9.0
2016,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,13.0
2017,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,17.0
2018,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,13.0
2019,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,9.0
2020,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,14.0
2021,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,17.0
2022,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,17.0
2023,Number,Researchers from LDCs,Mecklenburg Western Pomerania,code13,16.0
2006,Number,Researchers from LDCs,Lower Saxony,code03,32.0
2007,Number,Researchers from LDCs,Lower Saxony,code03,27.0
2008,Number,Researchers from LDCs,Lower Saxony,code03,26.0
2009,Number,Researchers from LDCs,Lower Saxony,code03,30.0
2010,Number,Researchers from LDCs,Lower Saxony,code03,30.0
2011,Number,Researchers from LDCs,Lower Saxony,code03,26.0
2012,Number,Researchers from LDCs,Lower Saxony,code03,31.0
2013,Number,Researchers from LDCs,Lower Saxony,code03,35.0
2014,Number,Researchers from LDCs,Lower Saxony,code03,41.0
2015,Number,Researchers from LDCs,Lower Saxony,code03,41.0
2016,Number,Researchers from LDCs,Lower Saxony,code03,48.0
2017,Number,Researchers from LDCs,Lower Saxony,code03,57.0
2018,Number,Researchers from LDCs,Lower Saxony,code03,58.0
2019,Number,Researchers from LDCs,Lower Saxony,code03,49.0
2020,Number,Researchers from LDCs,Lower Saxony,code03,57.0
2021,Number,Researchers from LDCs,Lower Saxony,code03,68.0
2022,Number,Researchers from LDCs,Lower Saxony,code03,73.0
2023,Number,Researchers from LDCs,Lower Saxony,code03,86.0
2006,Number,Researchers from LDCs,North Rhine-Westphalia,code05,24.0
2007,Number,Researchers from LDCs,North Rhine-Westphalia,code05,24.0
2008,Number,Researchers from LDCs,North Rhine-Westphalia,code05,48.0
2009,Number,Researchers from LDCs,North Rhine-Westphalia,code05,51.0
2010,Number,Researchers from LDCs,North Rhine-Westphalia,code05,51.0
2011,Number,Researchers from LDCs,North Rhine-Westphalia,code05,63.0
2012,Number,Researchers from LDCs,North Rhine-Westphalia,code05,64.0
2013,Number,Researchers from LDCs,North Rhine-Westphalia,code05,85.0
2014,Number,Researchers from LDCs,North Rhine-Westphalia,code05,87.0
2015,Number,Researchers from LDCs,North Rhine-Westphalia,code05,89.0
2016,Number,Researchers from LDCs,North Rhine-Westphalia,code05,99.0
2017,Number,Researchers from LDCs,North Rhine-Westphalia,code05,113.0
2018,Number,Researchers from LDCs,North Rhine-Westphalia,code05,127.0
2019,Number,Researchers from LDCs,North Rhine-Westphalia,code05,123.0
2020,Number,Researchers from LDCs,North Rhine-Westphalia,code05,150.0
2021,Number,Researchers from LDCs,North Rhine-Westphalia,code05,183.0
2022,Number,Researchers from LDCs,North Rhine-Westphalia,code05,195.0
2023,Number,Researchers from LDCs,North Rhine-Westphalia,code05,240.0
2006,Number,Researchers from LDCs,Rhineland Palatinate,code07,10.0
2007,Number,Researchers from LDCs,Rhineland Palatinate,code07,13.0
2008,Number,Researchers from LDCs,Rhineland Palatinate,code07,15.0
2009,Number,Researchers from LDCs,Rhineland Palatinate,code07,19.0
2010,Number,Researchers from LDCs,Rhineland Palatinate,code07,20.0
2011,Number,Researchers from LDCs,Rhineland Palatinate,code07,18.0
2012,Number,Researchers from LDCs,Rhineland Palatinate,code07,19.0
2013,Number,Researchers from LDCs,Rhineland Palatinate,code07,15.0
2014,Number,Researchers from LDCs,Rhineland Palatinate,code07,16.0
2015,Number,Researchers from LDCs,Rhineland Palatinate,code07,17.0
2016,Number,Researchers from LDCs,Rhineland Palatinate,code07,15.0
2017,Number,Researchers from LDCs,Rhineland Palatinate,code07,21.0
2018,Number,Researchers from LDCs,Rhineland Palatinate,code07,25.0
2019,Number,Researchers from LDCs,Rhineland Palatinate,code07,31.0
2020,Number,Researchers from LDCs,Rhineland Palatinate,code07,48.0
2021,Number,Researchers from LDCs,Rhineland Palatinate,code07,43.0
2022,Number,Researchers from LDCs,Rhineland Palatinate,code07,30.0
2023,Number,Researchers from LDCs,Rhineland Palatinate,code07,31.0
2006,Number,Researchers from LDCs,Saarland,code10,3.0
2007,Number,Researchers from LDCs,Saarland,code10,3.0
2008,Number,Researchers from LDCs,Saarland,code10,4.0
2009,Number,Researchers from LDCs,Saarland,code10,8.0
2010,Number,Researchers from LDCs,Saarland,code10,6.0
2011,Number,Researchers from LDCs,Saarland,code10,6.0
2012,Number,Researchers from LDCs,Saarland,code10,5.0
2013,Number,Researchers from LDCs,Saarland,code10,3.0
2014,Number,Researchers from LDCs,Saarland,code10,5.0
2015,Number,Researchers from LDCs,Saarland,code10,5.0
2016,Number,Researchers from LDCs,Saarland,code10,5.0
2017,Number,Researchers from LDCs,Saarland,code10,1.0
2018,Number,Researchers from LDCs,Saarland,code10,8.0
2019,Number,Researchers from LDCs,Saarland,code10,9.0
2020,Number,Researchers from LDCs,Saarland,code10,15.0
2021,Number,Researchers from LDCs,Saarland,code10,14.0
2022,Number,Researchers from LDCs,Saarland,code10,17.0
2023,Number,Researchers from LDCs,Saarland,code10,19.0
2006,Number,Researchers from LDCs,Saxony,code14,19.0
2007,Number,Researchers from LDCs,Saxony,code14,17.0
2008,Number,Researchers from LDCs,Saxony,code14,19.0
2009,Number,Researchers from LDCs,Saxony,code14,23.0
2010,Number,Researchers from LDCs,Saxony,code14,29.0
2011,Number,Researchers from LDCs,Saxony,code14,24.0
2012,Number,Researchers from LDCs,Saxony,code14,32.0
2013,Number,Researchers from LDCs,Saxony,code14,32.0
2014,Number,Researchers from LDCs,Saxony,code14,30.0
2015,Number,Researchers from LDCs,Saxony,code14,36.0
2016,Number,Researchers from LDCs,Saxony,code14,35.0
2017,Number,Researchers from LDCs,Saxony,code14,42.0
2018,Number,Researchers from LDCs,Saxony,code14,56.0
2019,Number,Researchers from LDCs,Saxony,code14,53.0
2020,Number,Researchers from LDCs,Saxony,code14,69.0
2021,Number,Researchers from LDCs,Saxony,code14,70.0
2022,Number,Researchers from LDCs,Saxony,code14,92.0
2023,Number,Researchers from LDCs,Saxony,code14,105.0
2006,Number,Researchers from LDCs,Saxony-Anhalt,code15,5.0
2007,Number,Researchers from LDCs,Saxony-Anhalt,code15,1.0
2008,Number,Researchers from LDCs,Saxony-Anhalt,code15,3.0
2009,Number,Researchers from LDCs,Saxony-Anhalt,code15,5.0
2010,Number,Researchers from LDCs,Saxony-Anhalt,code15,5.0
2011,Number,Researchers from LDCs,Saxony-Anhalt,code15,3.0
2012,Number,Researchers from LDCs,Saxony-Anhalt,code15,4.0
2013,Number,Researchers from LDCs,Saxony-Anhalt,code15,8.0
2014,Number,Researchers from LDCs,Saxony-Anhalt,code15,9.0
2015,Number,Researchers from LDCs,Saxony-Anhalt,code15,10.0
2016,Number,Researchers from LDCs,Saxony-Anhalt,code15,7.0
2017,Number,Researchers from LDCs,Saxony-Anhalt,code15,9.0
2018,Number,Researchers from LDCs,Saxony-Anhalt,code15,17.0
2019,Number,Researchers from LDCs,Saxony-Anhalt,code15,14.0
2020,Number,Researchers from LDCs,Saxony-Anhalt,code15,22.0
2021,Number,Researchers from LDCs,Saxony-Anhalt,code15,24.0
2022,Number,Researchers from LDCs,Saxony-Anhalt,code15,23.0
2023,Number,Researchers from LDCs,Saxony-Anhalt,code15,29.0
2006,Number,Researchers from LDCs,Schleswig-Holstein,code01,5.0
2007,Number,Researchers from LDCs,Schleswig-Holstein,code01,6.0
2008,Number,Researchers from LDCs,Schleswig-Holstein,code01,8.0
2009,Number,Researchers from LDCs,Schleswig-Holstein,code01,11.0
2010,Number,Researchers from LDCs,Schleswig-Holstein,code01,10.0
2011,Number,Researchers from LDCs,Schleswig-Holstein,code01,13.0
2012,Number,Researchers from LDCs,Schleswig-Holstein,code01,11.0
2013,Number,Researchers from LDCs,Schleswig-Holstein,code01,13.0
2014,Number,Researchers from LDCs,Schleswig-Holstein,code01,15.0
2015,Number,Researchers from LDCs,Schleswig-Holstein,code01,12.0
2016,Number,Researchers from LDCs,Schleswig-Holstein,code01,14.0
2017,Number,Researchers from LDCs,Schleswig-Holstein,code01,17.0
2018,Number,Researchers from LDCs,Schleswig-Holstein,code01,23.0
2019,Number,Researchers from LDCs,Schleswig-Holstein,code01,27.0
2020,Number,Researchers from LDCs,Schleswig-Holstein,code01,28.0
2021,Number,Researchers from LDCs,Schleswig-Holstein,code01,38.0
2022,Number,Researchers from LDCs,Schleswig-Holstein,code01,33.0
2023,Number,Researchers from LDCs,Schleswig-Holstein,code01,33.0
2006,Number,Researchers from LDCs,Thuringia,code16,3.0
2007,Number,Researchers from LDCs,Thuringia,code16,5.0
2008,Number,Researchers from LDCs,Thuringia,code16,7.0
2009,Number,Researchers from LDCs,Thuringia,code16,13.0
2010,Number,Researchers from LDCs,Thuringia,code16,12.0
2011,Number,Researchers from LDCs,Thuringia,code16,12.0
2012,Number,Researchers from LDCs,Thuringia,code16,15.0
2013,Number,Researchers from LDCs,Thuringia,code16,22.0
2014,Number,Researchers from LDCs,Thuringia,code16,20.0
2015,Number,Researchers from LDCs,Thuringia,code16,20.0
2016,Number,Researchers from LDCs,Thuringia,code16,17.0
2017,Number,Researchers from LDCs,Thuringia,code16,19.0
2018,Number,Researchers from LDCs,Thuringia,code16,29.0
2019,Number,Researchers from LDCs,Thuringia,code16,23.0
2020,Number,Researchers from LDCs,Thuringia,code16,38.0
2021,Number,Researchers from LDCs,Thuringia,code16,32.0
2022,Number,Researchers from LDCs,Thuringia,code16,37.0
2023,Number,Researchers from LDCs,Thuringia,code16,52.0
2005,Number,Researchers from other developing and emerging countries,,,5848.0
2006,Number,Researchers from other developing and emerging countries,,,6434.0
2007,Number,Researchers from other developing and emerging countries,,,6766.0
2008,Number,Researchers from other developing and emerging countries,,,8180.0
2009,Number,Researchers from other developing and emerging countries,,,9482.0
2010,Number,Researchers from other developing and emerging countries,,,10614.0
2011,Number,Researchers from other developing and emerging countries,,,10946.0
2012,Number,Researchers from other developing and emerging countries,,,11741.0
2013,Number,Researchers from other developing and emerging countries,,,12865.0
2014,Number,Researchers from other developing and emerging countries,,,13837.0
2015,Number,Researchers from other developing and emerging countries,,,14592.0
2016,Number,Researchers from other developing and emerging countries,,,15317.0
2017,Number,Researchers from other developing and emerging countries,,,16904.0
2018,Number,Researchers from other developing and emerging countries,,,18429.0
2019,Number,Researchers from other developing and emerging countries,,,20214.0
2020,Number,Researchers from other developing and emerging countries,,,22257.0
2021,Number,Researchers from other developing and emerging countries,,,24624.0
2022,Number,Researchers from other developing and emerging countries,,,27044.0
2023,Number,Researchers from other developing and emerging countries,,,29123.0
2006,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,1190.0
2007,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,1333.0
2008,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,1579.0
2009,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,1847.0
2010,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2049.0
2011,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,1986.0
2012,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2155.0
2013,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2388.0
2014,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2547.0
2015,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2691.0
2016,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,2761.0
2017,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,3164.0
2018,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,3314.0
2019,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,3458.0
2020,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,3897.0
2021,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,4130.0
2022,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,4636.0
2023,Number,Researchers from other developing and emerging countries,Baden-Wuerttemberg,code08,4954.0
2006,Number,Researchers from other developing and emerging countries,Bavaria,code09,872.0
2007,Number,Researchers from other developing and emerging countries,Bavaria,code09,934.0
2008,Number,Researchers from other developing and emerging countries,Bavaria,code09,1171.0
2009,Number,Researchers from other developing and emerging countries,Bavaria,code09,1296.0
2010,Number,Researchers from other developing and emerging countries,Bavaria,code09,1483.0
2011,Number,Researchers from other developing and emerging countries,Bavaria,code09,1612.0
2012,Number,Researchers from other developing and emerging countries,Bavaria,code09,1767.0
2013,Number,Researchers from other developing and emerging countries,Bavaria,code09,1956.0
2014,Number,Researchers from other developing and emerging countries,Bavaria,code09,2150.0
2015,Number,Researchers from other developing and emerging countries,Bavaria,code09,2212.0
2016,Number,Researchers from other developing and emerging countries,Bavaria,code09,2280.0
2017,Number,Researchers from other developing and emerging countries,Bavaria,code09,2425.0
2018,Number,Researchers from other developing and emerging countries,Bavaria,code09,2600.0
2019,Number,Researchers from other developing and emerging countries,Bavaria,code09,2910.0
2020,Number,Researchers from other developing and emerging countries,Bavaria,code09,3265.0
2021,Number,Researchers from other developing and emerging countries,Bavaria,code09,3651.0
2022,Number,Researchers from other developing and emerging countries,Bavaria,code09,4193.0
2023,Number,Researchers from other developing and emerging countries,Bavaria,code09,4340.0
2006,Number,Researchers from other developing and emerging countries,Berlin,code11,468.0
2007,Number,Researchers from other developing and emerging countries,Berlin,code11,461.0
2008,Number,Researchers from other developing and emerging countries,Berlin,code11,550.0
2009,Number,Researchers from other developing and emerging countries,Berlin,code11,597.0
2010,Number,Researchers from other developing and emerging countries,Berlin,code11,620.0
2011,Number,Researchers from other developing and emerging countries,Berlin,code11,603.0
2012,Number,Researchers from other developing and emerging countries,Berlin,code11,672.0
2013,Number,Researchers from other developing and emerging countries,Berlin,code11,688.0
2014,Number,Researchers from other developing and emerging countries,Berlin,code11,765.0
2015,Number,Researchers from other developing and emerging countries,Berlin,code11,858.0
2016,Number,Researchers from other developing and emerging countries,Berlin,code11,877.0
2017,Number,Researchers from other developing and emerging countries,Berlin,code11,934.0
2018,Number,Researchers from other developing and emerging countries,Berlin,code11,1000.0
2019,Number,Researchers from other developing and emerging countries,Berlin,code11,1138.0
2020,Number,Researchers from other developing and emerging countries,Berlin,code11,1322.0
2021,Number,Researchers from other developing and emerging countries,Berlin,code11,1571.0
2022,Number,Researchers from other developing and emerging countries,Berlin,code11,1668.0
2023,Number,Researchers from other developing and emerging countries,Berlin,code11,1873.0
2006,Number,Researchers from other developing and emerging countries,Brandenburg,code12,97.0
2007,Number,Researchers from other developing and emerging countries,Brandenburg,code12,109.0
2008,Number,Researchers from other developing and emerging countries,Brandenburg,code12,124.0
2009,Number,Researchers from other developing and emerging countries,Brandenburg,code12,151.0
2010,Number,Researchers from other developing and emerging countries,Brandenburg,code12,170.0
2011,Number,Researchers from other developing and emerging countries,Brandenburg,code12,208.0
2012,Number,Researchers from other developing and emerging countries,Brandenburg,code12,204.0
2013,Number,Researchers from other developing and emerging countries,Brandenburg,code12,209.0
2014,Number,Researchers from other developing and emerging countries,Brandenburg,code12,227.0
2015,Number,Researchers from other developing and emerging countries,Brandenburg,code12,232.0
2016,Number,Researchers from other developing and emerging countries,Brandenburg,code12,267.0
2017,Number,Researchers from other developing and emerging countries,Brandenburg,code12,322.0
2018,Number,Researchers from other developing and emerging countries,Brandenburg,code12,352.0
2019,Number,Researchers from other developing and emerging countries,Brandenburg,code12,414.0
2020,Number,Researchers from other developing and emerging countries,Brandenburg,code12,492.0
2021,Number,Researchers from other developing and emerging countries,Brandenburg,code12,543.0
2022,Number,Researchers from other developing and emerging countries,Brandenburg,code12,619.0
2023,Number,Researchers from other developing and emerging countries,Brandenburg,code12,658.0
2006,Number,Researchers from other developing and emerging countries,Bremen,code04,108.0
2007,Number,Researchers from other developing and emerging countries,Bremen,code04,96.0
2008,Number,Researchers from other developing and emerging countries,Bremen,code04,116.0
2009,Number,Researchers from other developing and emerging countries,Bremen,code04,156.0
2010,Number,Researchers from other developing and emerging countries,Bremen,code04,181.0
2011,Number,Researchers from other developing and emerging countries,Bremen,code04,184.0
2012,Number,Researchers from other developing and emerging countries,Bremen,code04,177.0
2013,Number,Researchers from other developing and emerging countries,Bremen,code04,193.0
2014,Number,Researchers from other developing and emerging countries,Bremen,code04,192.0
2015,Number,Researchers from other developing and emerging countries,Bremen,code04,195.0
2016,Number,Researchers from other developing and emerging countries,Bremen,code04,204.0
2017,Number,Researchers from other developing and emerging countries,Bremen,code04,225.0
2018,Number,Researchers from other developing and emerging countries,Bremen,code04,219.0
2019,Number,Researchers from other developing and emerging countries,Bremen,code04,238.0
2020,Number,Researchers from other developing and emerging countries,Bremen,code04,238.0
2021,Number,Researchers from other developing and emerging countries,Bremen,code04,244.0
2022,Number,Researchers from other developing and emerging countries,Bremen,code04,323.0
2023,Number,Researchers from other developing and emerging countries,Bremen,code04,344.0
2006,Number,Researchers from other developing and emerging countries,Hamburg,code02,162.0
2007,Number,Researchers from other developing and emerging countries,Hamburg,code02,215.0
2008,Number,Researchers from other developing and emerging countries,Hamburg,code02,242.0
2009,Number,Researchers from other developing and emerging countries,Hamburg,code02,272.0
2010,Number,Researchers from other developing and emerging countries,Hamburg,code02,282.0
2011,Number,Researchers from other developing and emerging countries,Hamburg,code02,281.0
2012,Number,Researchers from other developing and emerging countries,Hamburg,code02,281.0
2013,Number,Researchers from other developing and emerging countries,Hamburg,code02,330.0
2014,Number,Researchers from other developing and emerging countries,Hamburg,code02,340.0
2015,Number,Researchers from other developing and emerging countries,Hamburg,code02,347.0
2016,Number,Researchers from other developing and emerging countries,Hamburg,code02,416.0
2017,Number,Researchers from other developing and emerging countries,Hamburg,code02,442.0
2018,Number,Researchers from other developing and emerging countries,Hamburg,code02,496.0
2019,Number,Researchers from other developing and emerging countries,Hamburg,code02,578.0
2020,Number,Researchers from other developing and emerging countries,Hamburg,code02,649.0
2021,Number,Researchers from other developing and emerging countries,Hamburg,code02,783.0
2022,Number,Researchers from other developing and emerging countries,Hamburg,code02,847.0
2023,Number,Researchers from other developing and emerging countries,Hamburg,code02,1032.0
2006,Number,Researchers from other developing and emerging countries,Hesse,code06,469.0
2007,Number,Researchers from other developing and emerging countries,Hesse,code06,520.0
2008,Number,Researchers from other developing and emerging countries,Hesse,code06,628.0
2009,Number,Researchers from other developing and emerging countries,Hesse,code06,730.0
2010,Number,Researchers from other developing and emerging countries,Hesse,code06,836.0
2011,Number,Researchers from other developing and emerging countries,Hesse,code06,898.0
2012,Number,Researchers from other developing and emerging countries,Hesse,code06,921.0
2013,Number,Researchers from other developing and emerging countries,Hesse,code06,1017.0
2014,Number,Researchers from other developing and emerging countries,Hesse,code06,1063.0
2015,Number,Researchers from other developing and emerging countries,Hesse,code06,1065.0
2016,Number,Researchers from other developing and emerging countries,Hesse,code06,1089.0
2017,Number,Researchers from other developing and emerging countries,Hesse,code06,1146.0
2018,Number,Researchers from other developing and emerging countries,Hesse,code06,1238.0
2019,Number,Researchers from other developing and emerging countries,Hesse,code06,1344.0
2020,Number,Researchers from other developing and emerging countries,Hesse,code06,1424.0
2021,Number,Researchers from other developing and emerging countries,Hesse,code06,1597.0
2022,Number,Researchers from other developing and emerging countries,Hesse,code06,1758.0
2023,Number,Researchers from other developing and emerging countries,Hesse,code06,1863.0
2006,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,67.0
