Year,Units,Series,sex,federal state,GeoCode,Value
2013,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,74.3
2014,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,75.0
2015,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,75.1
2016,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,75.8
2017,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,76.3
2018,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,77.1
2019,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,77.9
2020,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,76.4
2021,percentage,"employment rate, total (20 to 64-year-olds)",,north rhine-westphalia,code05,76.6
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,56.3
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,57.6
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,58.0
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,58.2
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,58.1
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,60.3
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,62.2
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,63.6
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,64.3
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,65.1
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,65.7
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,67.6
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,67.8
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,68.5
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,69.4
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,69.9
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,70.9
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,71.7
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,72.4
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,73.1
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,72.3
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,north rhine-westphalia,code05,72.7
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,76.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,76.6
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,75.7
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,74.0
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,73.5
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,75.1
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,76.7
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,78.4
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,79.5
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,78.5
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,78.9
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.3
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.7
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.2
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.6
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.7
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.9
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,81.8
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,82.6
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.5
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,north rhine-westphalia,code05,80.5
2000,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,69.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,69.6
2002,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,70.1
2003,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,70.2
2004,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,68.8
2005,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,70.7
2006,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,72.7
2007,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,75.1
2008,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,75.7
2009,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,75.3
2010,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,76.0
2011,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,76.6
2012,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,77.2
2013,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,77.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,78.1
2015,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,78.3
2016,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,78.5
2017,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,78.7
2018,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,79.5
2019,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,80.3
2020,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,78.8
2021,percentage,"employment rate, total (20 to 64-year-olds)",,rhineland palatinate,code07,79.3
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,59.9
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,60.0
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,61.6
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,61.9
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,60.4
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,62.9
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,65.5
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,68.0
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,68.4
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,68.8
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,69.7
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,70.4
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,71.0
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,71.9
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,72.8
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,73.2
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,74.2
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,74.3
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,74.9
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,75.5
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,75.0
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,rhineland palatinate,code07,75.5
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,78.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,78.9
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,78.3
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,78.4
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,77.2
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,78.5
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,79.8
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.1
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.9
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,81.6
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.2
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.7
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.4
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.6
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.4
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.8
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.1
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,84.0
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,85.1
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,82.5
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,rhineland palatinate,code07,83.0
2000,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,64.1
2001,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,64.8
2002,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,65.1
2003,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,63.6
2004,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,65.2
2005,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,66.3
2006,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,68.2
2007,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,70.1
2008,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,71.3
2009,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,70.5
2010,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,71.4
2011,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,72.2
2012,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,72.7
2013,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,73.6
2014,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,73.9
2015,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,74.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,75.7
2017,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,76.5
2018,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,77.2
2019,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,77.5
2020,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,77.1
2021,percentage,"employment rate, total (20 to 64-year-olds)",,saarland,code10,79.3
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,54.9
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,54.7
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,56.2
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,56.1
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,57.7
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,59.0
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,60.9
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,62.6
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,64.3
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,63.7
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,64.7
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,65.8
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,66.0
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,67.4
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,67.6
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,69.8
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,71.7
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,72.3
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,73.1
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,73.0
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,73.8
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,saarland,code10,75.7
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,73.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,75.0
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,73.9
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,71.1
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,72.4
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,73.5
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,75.6
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,77.7
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,78.3
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,77.2
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,78.1
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,78.6
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,79.3
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,79.7
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,80.2
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,79.0
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,79.6
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,80.7
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,81.3
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,81.9
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,80.2
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,saarland,code10,82.8
2000,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,66.3
2001,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,65.6
2002,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,64.5
2003,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,64.8
2004,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,63.9
2005,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,66.3
2006,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,68.2
2007,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,70.5
2008,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,72.2
2009,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,72.7
2010,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,74.0
2011,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,75.8
2012,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,76.3
2013,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,77.3
2014,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,77.8
2015,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,78.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,79.7
2017,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,81.0
2018,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,81.7
2019,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,82.4
2020,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,81.9
2021,percentage,"employment rate, total (20 to 64-year-olds)",,saxony,code14,82.1
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,61.7
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,62.1
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,61.3
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,62.2
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,62.1
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,64.3
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,65.5
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,67.3
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,69.6
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,70.1
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,71.2
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,73.0
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,73.5
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,74.7
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,75.3
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,76.3
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,77.5
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,79.0
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,79.6
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,80.3
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,80.7
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony,code14,79.4
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,70.7
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,68.9
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,67.6
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,67.3
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,65.7
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,68.3
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,70.7
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,73.5
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,74.6
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,75.3
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,76.8
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,78.5
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,78.9
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,79.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,80.2
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,80.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,81.8
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,82.9
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,83.7
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,84.3
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,83.0
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony,code14,84.5
2000,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,62.0
2001,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,62.9
2002,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,63.2
2003,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,63.0
2004,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,61.4
2005,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,64.2
2006,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,66.9
2007,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,69.2
2008,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,70.2
2009,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,71.5
2010,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,73.5
2011,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,74.9
2012,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,75.0
2013,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,75.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,75.8
2015,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,76.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,76.7
2017,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,77.1
2018,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,78.4
2019,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,79.2
2020,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,79.4
2021,percentage,"employment rate, total (20 to 64-year-olds)",,saxony-anhalt,code15,79.0
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,57.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,58.5
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,59.7
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,59.5
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,58.2
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,60.9
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,63.8
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,66.2
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,66.9
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,69.3
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,71.0
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,72.1
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,72.4
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,72.9
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,73.8
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,74.5
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,74.6
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,76.0
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,76.5
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,77.4
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,77.2
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,saxony-anhalt,code15,75.5
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,66.7
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,67.1
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,66.5
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,66.5
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,64.6
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,67.4
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,70.0
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,72.1
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,73.4
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,73.6
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,75.9
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,77.6
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,77.6
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,78.7
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,77.7
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,78.3
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,78.8
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,78.1
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,80.3
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,81.0
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,81.5
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,saxony-anhalt,code15,82.3
2000,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,69.8
2001,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,69.9
2002,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,69.3
2003,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,70.5
2004,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,69.1
2005,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,70.1
2006,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,72.5
2007,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,73.9
2008,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,75.0
