Year,Units,COMMENT_OBS_0,länder,GeoCode,time series,Value
2008,number,,brandenburg,code12,researchers from ldcs,6.0
2009,number,,brandenburg,code12,researchers from ldcs,8.0
2010,number,,brandenburg,code12,researchers from ldcs,8.0
2011,number,,brandenburg,code12,researchers from ldcs,5.0
2012,number,,brandenburg,code12,researchers from ldcs,8.0
2013,number,,brandenburg,code12,researchers from ldcs,7.0
2014,number,,brandenburg,code12,researchers from ldcs,4.0
2015,number,,brandenburg,code12,researchers from ldcs,7.0
2016,number,,brandenburg,code12,researchers from ldcs,13.0
2017,number,,brandenburg,code12,researchers from ldcs,6.0
2018,number,,brandenburg,code12,researchers from ldcs,8.0
2019,number,,brandenburg,code12,researchers from ldcs,18.0
2020,number,,brandenburg,code12,researchers from ldcs,27.0
2021,number,,brandenburg,code12,researchers from ldcs,28.0
2022,number,,brandenburg,code12,researchers from ldcs,45.0
2023,number,,brandenburg,code12,researchers from ldcs,45.0
2005,number,.,bremen,code04,researchers from ldcs,
2006,number,,bremen,code04,researchers from ldcs,5.0
2007,number,,bremen,code04,researchers from ldcs,3.0
2008,number,,bremen,code04,researchers from ldcs,6.0
2009,number,,bremen,code04,researchers from ldcs,8.0
2010,number,,bremen,code04,researchers from ldcs,8.0
2011,number,,bremen,code04,researchers from ldcs,6.0
2012,number,,bremen,code04,researchers from ldcs,5.0
2013,number,,bremen,code04,researchers from ldcs,10.0
2014,number,,bremen,code04,researchers from ldcs,9.0
2015,number,,bremen,code04,researchers from ldcs,13.0
2016,number,,bremen,code04,researchers from ldcs,11.0
2017,number,,bremen,code04,researchers from ldcs,11.0
2018,number,,bremen,code04,researchers from ldcs,10.0
2019,number,,bremen,code04,researchers from ldcs,11.0
2020,number,,bremen,code04,researchers from ldcs,12.0
2021,number,,bremen,code04,researchers from ldcs,12.0
2022,number,,bremen,code04,researchers from ldcs,22.0
2023,number,,bremen,code04,researchers from ldcs,23.0
2005,number,.,hamburg,code02,researchers from ldcs,
2006,number,,hamburg,code02,researchers from ldcs,8.0
2007,number,,hamburg,code02,researchers from ldcs,11.0
2008,number,,hamburg,code02,researchers from ldcs,5.0
2009,number,,hamburg,code02,researchers from ldcs,7.0
2010,number,,hamburg,code02,researchers from ldcs,14.0
2011,number,,hamburg,code02,researchers from ldcs,14.0
2012,number,,hamburg,code02,researchers from ldcs,14.0
2013,number,,hamburg,code02,researchers from ldcs,19.0
2014,number,,hamburg,code02,researchers from ldcs,20.0
2015,number,,hamburg,code02,researchers from ldcs,15.0
2016,number,,hamburg,code02,researchers from ldcs,19.0
2017,number,,hamburg,code02,researchers from ldcs,23.0
2018,number,,hamburg,code02,researchers from ldcs,20.0
2019,number,,hamburg,code02,researchers from ldcs,19.0
2020,number,,hamburg,code02,researchers from ldcs,29.0
2021,number,,hamburg,code02,researchers from ldcs,34.0
2022,number,,hamburg,code02,researchers from ldcs,42.0
2023,number,,hamburg,code02,researchers from ldcs,57.0
2005,number,.,hesse,code06,researchers from ldcs,
2006,number,,hesse,code06,researchers from ldcs,18.0
2007,number,,hesse,code06,researchers from ldcs,19.0
2008,number,,hesse,code06,researchers from ldcs,20.0
2009,number,,hesse,code06,researchers from ldcs,17.0
2010,number,,hesse,code06,researchers from ldcs,27.0
2011,number,,hesse,code06,researchers from ldcs,25.0
2012,number,,hesse,code06,researchers from ldcs,26.0
2013,number,,hesse,code06,researchers from ldcs,36.0
2014,number,,hesse,code06,researchers from ldcs,40.0
2015,number,,hesse,code06,researchers from ldcs,42.0
2016,number,,hesse,code06,researchers from ldcs,53.0
2017,number,,hesse,code06,researchers from ldcs,58.0
2018,number,,hesse,code06,researchers from ldcs,59.0
2019,number,,hesse,code06,researchers from ldcs,43.0
2020,number,,hesse,code06,researchers from ldcs,42.0
2021,number,,hesse,code06,researchers from ldcs,50.0
2022,number,,hesse,code06,researchers from ldcs,65.0
2023,number,,hesse,code06,researchers from ldcs,62.0
2005,number,.,mecklenburg western pomerania,code13,researchers from ldcs,
2006,number,,mecklenburg western pomerania,code13,researchers from ldcs,5.0
2007,number,,mecklenburg western pomerania,code13,researchers from ldcs,3.0
2008,number,,mecklenburg western pomerania,code13,researchers from ldcs,4.0
2009,number,,mecklenburg western pomerania,code13,researchers from ldcs,5.0
2010,number,,mecklenburg western pomerania,code13,researchers from ldcs,5.0
2011,number,,mecklenburg western pomerania,code13,researchers from ldcs,14.0
2012,number,,mecklenburg western pomerania,code13,researchers from ldcs,11.0
2013,number,,mecklenburg western pomerania,code13,researchers from ldcs,11.0
2014,number,,mecklenburg western pomerania,code13,researchers from ldcs,13.0
2015,number,,mecklenburg western pomerania,code13,researchers from ldcs,9.0
2016,number,,mecklenburg western pomerania,code13,researchers from ldcs,13.0
2017,number,,mecklenburg western pomerania,code13,researchers from ldcs,17.0
2018,number,,mecklenburg western pomerania,code13,researchers from ldcs,13.0
2019,number,,mecklenburg western pomerania,code13,researchers from ldcs,9.0
2020,number,,mecklenburg western pomerania,code13,researchers from ldcs,14.0
2021,number,,mecklenburg western pomerania,code13,researchers from ldcs,17.0
2022,number,,mecklenburg western pomerania,code13,researchers from ldcs,17.0
2023,number,,mecklenburg western pomerania,code13,researchers from ldcs,16.0
2005,number,.,lower saxony,code03,researchers from ldcs,
2006,number,,lower saxony,code03,researchers from ldcs,32.0
2007,number,,lower saxony,code03,researchers from ldcs,27.0
2008,number,,lower saxony,code03,researchers from ldcs,26.0
2009,number,,lower saxony,code03,researchers from ldcs,30.0
2010,number,,lower saxony,code03,researchers from ldcs,30.0
2011,number,,lower saxony,code03,researchers from ldcs,26.0
2012,number,,lower saxony,code03,researchers from ldcs,31.0
2013,number,,lower saxony,code03,researchers from ldcs,35.0
2014,number,,lower saxony,code03,researchers from ldcs,41.0
2015,number,,lower saxony,code03,researchers from ldcs,41.0
2016,number,,lower saxony,code03,researchers from ldcs,48.0
2017,number,,lower saxony,code03,researchers from ldcs,57.0
2018,number,,lower saxony,code03,researchers from ldcs,58.0
2019,number,,lower saxony,code03,researchers from ldcs,49.0
2020,number,,lower saxony,code03,researchers from ldcs,57.0
2021,number,,lower saxony,code03,researchers from ldcs,68.0
2022,number,,lower saxony,code03,researchers from ldcs,73.0
2023,number,,lower saxony,code03,researchers from ldcs,86.0
2005,number,.,north rhine-westphalia,code05,researchers from ldcs,
2006,number,,north rhine-westphalia,code05,researchers from ldcs,24.0
2007,number,,north rhine-westphalia,code05,researchers from ldcs,24.0
2008,number,,north rhine-westphalia,code05,researchers from ldcs,48.0
2009,number,,north rhine-westphalia,code05,researchers from ldcs,51.0
2010,number,,north rhine-westphalia,code05,researchers from ldcs,51.0
2011,number,,north rhine-westphalia,code05,researchers from ldcs,63.0
2012,number,,north rhine-westphalia,code05,researchers from ldcs,64.0
2013,number,,north rhine-westphalia,code05,researchers from ldcs,85.0
2014,number,,north rhine-westphalia,code05,researchers from ldcs,87.0
2015,number,,north rhine-westphalia,code05,researchers from ldcs,89.0
2016,number,,north rhine-westphalia,code05,researchers from ldcs,99.0
2017,number,,north rhine-westphalia,code05,researchers from ldcs,113.0
2018,number,,north rhine-westphalia,code05,researchers from ldcs,127.0
2019,number,,north rhine-westphalia,code05,researchers from ldcs,123.0
2020,number,,north rhine-westphalia,code05,researchers from ldcs,150.0
2021,number,,north rhine-westphalia,code05,researchers from ldcs,183.0
2022,number,,north rhine-westphalia,code05,researchers from ldcs,195.0
2023,number,,north rhine-westphalia,code05,researchers from ldcs,240.0
2005,number,.,rhineland palatinate,code07,researchers from ldcs,
2006,number,,rhineland palatinate,code07,researchers from ldcs,10.0
2007,number,,rhineland palatinate,code07,researchers from ldcs,13.0
2008,number,,rhineland palatinate,code07,researchers from ldcs,15.0
2009,number,,rhineland palatinate,code07,researchers from ldcs,19.0
2010,number,,rhineland palatinate,code07,researchers from ldcs,20.0
2011,number,,rhineland palatinate,code07,researchers from ldcs,18.0
2012,number,,rhineland palatinate,code07,researchers from ldcs,19.0
2013,number,,rhineland palatinate,code07,researchers from ldcs,15.0
2014,number,,rhineland palatinate,code07,researchers from ldcs,16.0
2015,number,,rhineland palatinate,code07,researchers from ldcs,17.0
2016,number,,rhineland palatinate,code07,researchers from ldcs,15.0
2017,number,,rhineland palatinate,code07,researchers from ldcs,21.0
2018,number,,rhineland palatinate,code07,researchers from ldcs,25.0
2019,number,,rhineland palatinate,code07,researchers from ldcs,31.0
2020,number,,rhineland palatinate,code07,researchers from ldcs,48.0
2021,number,,rhineland palatinate,code07,researchers from ldcs,43.0
2022,number,,rhineland palatinate,code07,researchers from ldcs,30.0
2023,number,,rhineland palatinate,code07,researchers from ldcs,31.0
2005,number,.,saarland,code10,researchers from ldcs,
2006,number,,saarland,code10,researchers from ldcs,3.0
2007,number,,saarland,code10,researchers from ldcs,3.0
2008,number,,saarland,code10,researchers from ldcs,4.0
2009,number,,saarland,code10,researchers from ldcs,8.0
2010,number,,saarland,code10,researchers from ldcs,6.0
2011,number,,saarland,code10,researchers from ldcs,6.0
2012,number,,saarland,code10,researchers from ldcs,5.0
2013,number,,saarland,code10,researchers from ldcs,3.0
2014,number,,saarland,code10,researchers from ldcs,5.0
2015,number,,saarland,code10,researchers from ldcs,5.0
2016,number,,saarland,code10,researchers from ldcs,5.0
2017,number,,saarland,code10,researchers from ldcs,1.0
2018,number,,saarland,code10,researchers from ldcs,8.0
2019,number,,saarland,code10,researchers from ldcs,9.0
2020,number,,saarland,code10,researchers from ldcs,15.0
2021,number,,saarland,code10,researchers from ldcs,14.0
2022,number,,saarland,code10,researchers from ldcs,17.0
2023,number,,saarland,code10,researchers from ldcs,19.0
2005,number,.,saxony,code14,researchers from ldcs,
2006,number,,saxony,code14,researchers from ldcs,19.0
2007,number,,saxony,code14,researchers from ldcs,17.0
2008,number,,saxony,code14,researchers from ldcs,19.0
2009,number,,saxony,code14,researchers from ldcs,23.0
2010,number,,saxony,code14,researchers from ldcs,29.0
2011,number,,saxony,code14,researchers from ldcs,24.0
2012,number,,saxony,code14,researchers from ldcs,32.0
2013,number,,saxony,code14,researchers from ldcs,32.0
2014,number,,saxony,code14,researchers from ldcs,30.0
2015,number,,saxony,code14,researchers from ldcs,36.0
2016,number,,saxony,code14,researchers from ldcs,35.0
2017,number,,saxony,code14,researchers from ldcs,42.0
2018,number,,saxony,code14,researchers from ldcs,56.0
2019,number,,saxony,code14,researchers from ldcs,53.0
2020,number,,saxony,code14,researchers from ldcs,69.0
2021,number,,saxony,code14,researchers from ldcs,70.0
2022,number,,saxony,code14,researchers from ldcs,92.0
2023,number,,saxony,code14,researchers from ldcs,105.0
2005,number,.,saxony-anhalt,code15,researchers from ldcs,
2006,number,,saxony-anhalt,code15,researchers from ldcs,5.0
2007,number,,saxony-anhalt,code15,researchers from ldcs,1.0
2008,number,,saxony-anhalt,code15,researchers from ldcs,3.0
2009,number,,saxony-anhalt,code15,researchers from ldcs,5.0
2010,number,,saxony-anhalt,code15,researchers from ldcs,5.0
2011,number,,saxony-anhalt,code15,researchers from ldcs,3.0
2012,number,,saxony-anhalt,code15,researchers from ldcs,4.0
2013,number,,saxony-anhalt,code15,researchers from ldcs,8.0
2014,number,,saxony-anhalt,code15,researchers from ldcs,9.0
2015,number,,saxony-anhalt,code15,researchers from ldcs,10.0
2016,number,,saxony-anhalt,code15,researchers from ldcs,7.0
2017,number,,saxony-anhalt,code15,researchers from ldcs,9.0
2018,number,,saxony-anhalt,code15,researchers from ldcs,17.0
2019,number,,saxony-anhalt,code15,researchers from ldcs,14.0
2020,number,,saxony-anhalt,code15,researchers from ldcs,22.0
2021,number,,saxony-anhalt,code15,researchers from ldcs,24.0
2022,number,,saxony-anhalt,code15,researchers from ldcs,23.0
2023,number,,saxony-anhalt,code15,researchers from ldcs,29.0
2005,number,.,schleswig-holstein,code01,researchers from ldcs,
2006,number,,schleswig-holstein,code01,researchers from ldcs,5.0
2007,number,,schleswig-holstein,code01,researchers from ldcs,6.0
2008,number,,schleswig-holstein,code01,researchers from ldcs,8.0
2009,number,,schleswig-holstein,code01,researchers from ldcs,11.0
2010,number,,schleswig-holstein,code01,researchers from ldcs,10.0
2011,number,,schleswig-holstein,code01,researchers from ldcs,13.0
2012,number,,schleswig-holstein,code01,researchers from ldcs,11.0
2013,number,,schleswig-holstein,code01,researchers from ldcs,13.0
2014,number,,schleswig-holstein,code01,researchers from ldcs,15.0
2015,number,,schleswig-holstein,code01,researchers from ldcs,12.0
2016,number,,schleswig-holstein,code01,researchers from ldcs,14.0
2017,number,,schleswig-holstein,code01,researchers from ldcs,17.0
2018,number,,schleswig-holstein,code01,researchers from ldcs,23.0
2019,number,,schleswig-holstein,code01,researchers from ldcs,27.0
2020,number,,schleswig-holstein,code01,researchers from ldcs,28.0
2021,number,,schleswig-holstein,code01,researchers from ldcs,38.0
2022,number,,schleswig-holstein,code01,researchers from ldcs,33.0
2023,number,,schleswig-holstein,code01,researchers from ldcs,33.0
2005,number,.,thuringia,code16,researchers from ldcs,
2006,number,,thuringia,code16,researchers from ldcs,3.0
2007,number,,thuringia,code16,researchers from ldcs,5.0
2008,number,,thuringia,code16,researchers from ldcs,7.0
2009,number,,thuringia,code16,researchers from ldcs,13.0
2010,number,,thuringia,code16,researchers from ldcs,12.0
2011,number,,thuringia,code16,researchers from ldcs,12.0
2012,number,,thuringia,code16,researchers from ldcs,15.0
2013,number,,thuringia,code16,researchers from ldcs,22.0
2014,number,,thuringia,code16,researchers from ldcs,20.0
2015,number,,thuringia,code16,researchers from ldcs,20.0
2016,number,,thuringia,code16,researchers from ldcs,17.0
2017,number,,thuringia,code16,researchers from ldcs,19.0
2018,number,,thuringia,code16,researchers from ldcs,29.0
2019,number,,thuringia,code16,researchers from ldcs,23.0
2020,number,,thuringia,code16,researchers from ldcs,38.0
2021,number,,thuringia,code16,researchers from ldcs,32.0
2022,number,,thuringia,code16,researchers from ldcs,37.0
2023,number,,thuringia,code16,researchers from ldcs,52.0
2005,number,,,,researchers from other developing and emerging countries,5848.0
2006,number,,,,researchers from other developing and emerging countries,6434.0
2007,number,,,,researchers from other developing and emerging countries,6766.0
2008,number,,,,researchers from other developing and emerging countries,8180.0
2009,number,,,,researchers from other developing and emerging countries,9482.0
2010,number,,,,researchers from other developing and emerging countries,10614.0
2011,number,,,,researchers from other developing and emerging countries,10946.0
2012,number,,,,researchers from other developing and emerging countries,11741.0
2013,number,,,,researchers from other developing and emerging countries,12865.0
2014,number,,,,researchers from other developing and emerging countries,13837.0
2015,number,,,,researchers from other developing and emerging countries,14592.0
2016,number,,,,researchers from other developing and emerging countries,15317.0
2017,number,,,,researchers from other developing and emerging countries,16904.0
2018,number,,,,researchers from other developing and emerging countries,18429.0
2019,number,,,,researchers from other developing and emerging countries,20214.0
2020,number,,,,researchers from other developing and emerging countries,22257.0
2021,number,,,,researchers from other developing and emerging countries,24624.0
2022,number,,,,researchers from other developing and emerging countries,27044.0
2023,number,,,,researchers from other developing and emerging countries,29123.0
2005,number,.,baden-wuerttemberg,code08,researchers from other developing and emerging countries,
2006,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,1190.0
2007,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,1333.0
2008,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,1579.0
2009,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,1847.0
2010,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2049.0
2011,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,1986.0
2012,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2155.0
2013,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2388.0
2014,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2547.0
2015,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2691.0
2016,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,2761.0
2017,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,3164.0
2018,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,3314.0
2019,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,3458.0
2020,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,3897.0
2021,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,4130.0
2022,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,4636.0
2023,number,,baden-wuerttemberg,code08,researchers from other developing and emerging countries,4954.0
2005,number,.,bavaria,code09,researchers from other developing and emerging countries,
2006,number,,bavaria,code09,researchers from other developing and emerging countries,872.0
2007,number,,bavaria,code09,researchers from other developing and emerging countries,934.0
2008,number,,bavaria,code09,researchers from other developing and emerging countries,1171.0
2009,number,,bavaria,code09,researchers from other developing and emerging countries,1296.0
2010,number,,bavaria,code09,researchers from other developing and emerging countries,1483.0
2011,number,,bavaria,code09,researchers from other developing and emerging countries,1612.0
2012,number,,bavaria,code09,researchers from other developing and emerging countries,1767.0
2013,number,,bavaria,code09,researchers from other developing and emerging countries,1956.0
2014,number,,bavaria,code09,researchers from other developing and emerging countries,2150.0
2015,number,,bavaria,code09,researchers from other developing and emerging countries,2212.0
2016,number,,bavaria,code09,researchers from other developing and emerging countries,2280.0
2017,number,,bavaria,code09,researchers from other developing and emerging countries,2425.0
2018,number,,bavaria,code09,researchers from other developing and emerging countries,2600.0
2019,number,,bavaria,code09,researchers from other developing and emerging countries,2910.0
2020,number,,bavaria,code09,researchers from other developing and emerging countries,3265.0
2021,number,,bavaria,code09,researchers from other developing and emerging countries,3651.0
2022,number,,bavaria,code09,researchers from other developing and emerging countries,4193.0
2023,number,,bavaria,code09,researchers from other developing and emerging countries,4340.0
2005,number,.,berlin,code11,researchers from other developing and emerging countries,
2006,number,,berlin,code11,researchers from other developing and emerging countries,468.0
2007,number,,berlin,code11,researchers from other developing and emerging countries,461.0
2008,number,,berlin,code11,researchers from other developing and emerging countries,550.0
2009,number,,berlin,code11,researchers from other developing and emerging countries,597.0
2010,number,,berlin,code11,researchers from other developing and emerging countries,620.0
2011,number,,berlin,code11,researchers from other developing and emerging countries,603.0
2012,number,,berlin,code11,researchers from other developing and emerging countries,672.0
2013,number,,berlin,code11,researchers from other developing and emerging countries,688.0
2014,number,,berlin,code11,researchers from other developing and emerging countries,765.0
2015,number,,berlin,code11,researchers from other developing and emerging countries,858.0
2016,number,,berlin,code11,researchers from other developing and emerging countries,877.0
2017,number,,berlin,code11,researchers from other developing and emerging countries,934.0
2018,number,,berlin,code11,researchers from other developing and emerging countries,1000.0
2019,number,,berlin,code11,researchers from other developing and emerging countries,1138.0
2020,number,,berlin,code11,researchers from other developing and emerging countries,1322.0
2021,number,,berlin,code11,researchers from other developing and emerging countries,1571.0
2022,number,,berlin,code11,researchers from other developing and emerging countries,1668.0
2023,number,,berlin,code11,researchers from other developing and emerging countries,1873.0
2005,number,.,brandenburg,code12,researchers from other developing and emerging countries,
2006,number,,brandenburg,code12,researchers from other developing and emerging countries,97.0
2007,number,,brandenburg,code12,researchers from other developing and emerging countries,109.0
2008,number,,brandenburg,code12,researchers from other developing and emerging countries,124.0
2009,number,,brandenburg,code12,researchers from other developing and emerging countries,151.0
2010,number,,brandenburg,code12,researchers from other developing and emerging countries,170.0
2011,number,,brandenburg,code12,researchers from other developing and emerging countries,208.0
2012,number,,brandenburg,code12,researchers from other developing and emerging countries,204.0
2013,number,,brandenburg,code12,researchers from other developing and emerging countries,209.0
2014,number,,brandenburg,code12,researchers from other developing and emerging countries,227.0
2015,number,,brandenburg,code12,researchers from other developing and emerging countries,232.0
2016,number,,brandenburg,code12,researchers from other developing and emerging countries,267.0
2017,number,,brandenburg,code12,researchers from other developing and emerging countries,322.0
2018,number,,brandenburg,code12,researchers from other developing and emerging countries,352.0
2019,number,,brandenburg,code12,researchers from other developing and emerging countries,414.0
2020,number,,brandenburg,code12,researchers from other developing and emerging countries,492.0
2021,number,,brandenburg,code12,researchers from other developing and emerging countries,543.0
2022,number,,brandenburg,code12,researchers from other developing and emerging countries,619.0
2023,number,,brandenburg,code12,researchers from other developing and emerging countries,658.0
2005,number,.,bremen,code04,researchers from other developing and emerging countries,
2006,number,,bremen,code04,researchers from other developing and emerging countries,108.0
2007,number,,bremen,code04,researchers from other developing and emerging countries,96.0
2008,number,,bremen,code04,researchers from other developing and emerging countries,116.0
2009,number,,bremen,code04,researchers from other developing and emerging countries,156.0
2010,number,,bremen,code04,researchers from other developing and emerging countries,181.0
2011,number,,bremen,code04,researchers from other developing and emerging countries,184.0
2012,number,,bremen,code04,researchers from other developing and emerging countries,177.0
2013,number,,bremen,code04,researchers from other developing and emerging countries,193.0
2014,number,,bremen,code04,researchers from other developing and emerging countries,192.0
2015,number,,bremen,code04,researchers from other developing and emerging countries,195.0
2016,number,,bremen,code04,researchers from other developing and emerging countries,204.0
2017,number,,bremen,code04,researchers from other developing and emerging countries,225.0
2018,number,,bremen,code04,researchers from other developing and emerging countries,219.0
2019,number,,bremen,code04,researchers from other developing and emerging countries,238.0
2020,number,,bremen,code04,researchers from other developing and emerging countries,238.0
2021,number,,bremen,code04,researchers from other developing and emerging countries,244.0
2022,number,,bremen,code04,researchers from other developing and emerging countries,323.0
2023,number,,bremen,code04,researchers from other developing and emerging countries,344.0
2005,number,.,hamburg,code02,researchers from other developing and emerging countries,
2006,number,,hamburg,code02,researchers from other developing and emerging countries,162.0
2007,number,,hamburg,code02,researchers from other developing and emerging countries,215.0
2008,number,,hamburg,code02,researchers from other developing and emerging countries,242.0
2009,number,,hamburg,code02,researchers from other developing and emerging countries,272.0
2010,number,,hamburg,code02,researchers from other developing and emerging countries,282.0
2011,number,,hamburg,code02,researchers from other developing and emerging countries,281.0
2012,number,,hamburg,code02,researchers from other developing and emerging countries,281.0
2013,number,,hamburg,code02,researchers from other developing and emerging countries,330.0
2014,number,,hamburg,code02,researchers from other developing and emerging countries,340.0
2015,number,,hamburg,code02,researchers from other developing and emerging countries,347.0
2016,number,,hamburg,code02,researchers from other developing and emerging countries,416.0
2017,number,,hamburg,code02,researchers from other developing and emerging countries,442.0
2018,number,,hamburg,code02,researchers from other developing and emerging countries,496.0
2019,number,,hamburg,code02,researchers from other developing and emerging countries,578.0
2020,number,,hamburg,code02,researchers from other developing and emerging countries,649.0
2021,number,,hamburg,code02,researchers from other developing and emerging countries,783.0
2022,number,,hamburg,code02,researchers from other developing and emerging countries,847.0
2023,number,,hamburg,code02,researchers from other developing and emerging countries,1032.0
2005,number,.,hesse,code06,researchers from other developing and emerging countries,
2006,number,,hesse,code06,researchers from other developing and emerging countries,469.0
2007,number,,hesse,code06,researchers from other developing and emerging countries,520.0
2008,number,,hesse,code06,researchers from other developing and emerging countries,628.0
2009,number,,hesse,code06,researchers from other developing and emerging countries,730.0
2010,number,,hesse,code06,researchers from other developing and emerging countries,836.0
2011,number,,hesse,code06,researchers from other developing and emerging countries,898.0
2012,number,,hesse,code06,researchers from other developing and emerging countries,921.0
2013,number,,hesse,code06,researchers from other developing and emerging countries,1017.0
2014,number,,hesse,code06,researchers from other developing and emerging countries,1063.0
2015,number,,hesse,code06,researchers from other developing and emerging countries,1065.0
2016,number,,hesse,code06,researchers from other developing and emerging countries,1089.0
2017,number,,hesse,code06,researchers from other developing and emerging countries,1146.0
2018,number,,hesse,code06,researchers from other developing and emerging countries,1238.0
2019,number,,hesse,code06,researchers from other developing and emerging countries,1344.0
2020,number,,hesse,code06,researchers from other developing and emerging countries,1424.0
2021,number,,hesse,code06,researchers from other developing and emerging countries,1597.0
2022,number,,hesse,code06,researchers from other developing and emerging countries,1758.0
2023,number,,hesse,code06,researchers from other developing and emerging countries,1863.0
2005,number,.,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,
2006,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,67.0
2007,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,73.0
2008,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,94.0
2009,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,102.0
2010,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,139.0
2011,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,128.0
2012,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,139.0
2013,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,160.0
2014,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,176.0
2015,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,176.0
2016,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,194.0
2017,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,209.0
2018,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,239.0
2019,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,276.0
2020,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,308.0
2021,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,350.0
2022,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,357.0
2023,number,,mecklenburg western pomerania,code13,researchers from other developing and emerging countries,383.0
2005,number,.,lower saxony,code03,researchers from other developing and emerging countries,
2006,number,,lower saxony,code03,researchers from other developing and emerging countries,519.0
2007,number,,lower saxony,code03,researchers from other developing and emerging countries,646.0
2008,number,,lower saxony,code03,researchers from other developing and emerging countries,710.0
2009,number,,lower saxony,code03,researchers from other developing and emerging countries,797.0
2010,number,,lower saxony,code03,researchers from other developing and emerging countries,883.0
2011,number,,lower saxony,code03,researchers from other developing and emerging countries,915.0
2012,number,,lower saxony,code03,researchers from other developing and emerging countries,1010.0
2013,number,,lower saxony,code03,researchers from other developing and emerging countries,1132.0
2014,number,,lower saxony,code03,researchers from other developing and emerging countries,1140.0
2015,number,,lower saxony,code03,researchers from other developing and emerging countries,1206.0
2016,number,,lower saxony,code03,researchers from other developing and emerging countries,1250.0
2017,number,,lower saxony,code03,researchers from other developing and emerging countries,1343.0
2018,number,,lower saxony,code03,researchers from other developing and emerging countries,1475.0
2019,number,,lower saxony,code03,researchers from other developing and emerging countries,1549.0
2020,number,,lower saxony,code03,researchers from other developing and emerging countries,1638.0
2021,number,,lower saxony,code03,researchers from other developing and emerging countries,1822.0
2022,number,,lower saxony,code03,researchers from other developing and emerging countries,1930.0
2023,number,,lower saxony,code03,researchers from other developing and emerging countries,2039.0
2005,number,.,north rhine-westphalia,code05,researchers from other developing and emerging countries,
2006,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,1399.0
2007,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,1240.0
2008,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,1675.0
2009,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2017.0
2010,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2178.0
2011,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2221.0
2012,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2293.0
2013,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2473.0
2014,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2749.0
2015,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,2949.0
2016,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,3199.0
2017,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,3539.0
2018,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,3955.0
2019,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,4306.0
2020,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,4628.0
2021,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,5096.0
2022,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,5357.0
2023,number,,north rhine-westphalia,code05,researchers from other developing and emerging countries,5856.0
