Year,Units,COMMENT_OBS_0,sex,länder,GeoCode,age group,Value
2007,percentage,.,female,,,45 to under 50 years,
2008,percentage,.,female,,,45 to under 50 years,
2010,percentage,.,female,,,45 to under 50 years,
2011,percentage,.,female,,,45 to under 50 years,
2012,percentage,.,female,,,45 to under 50 years,
2014,percentage,.,female,,,45 to under 50 years,
2015,percentage,.,female,,,45 to under 50 years,
2016,percentage,.,female,,,45 to under 50 years,
2018,percentage,.,female,,,45 to under 50 years,
2019,percentage,.,female,,,45 to under 50 years,
2020,percentage,.,female,,,45 to under 50 years,
1999,percentage,,female,,,50 to under 55 years,
2003,percentage,.,female,,,50 to under 55 years,
2005,percentage,.,female,,,50 to under 55 years,
2009,percentage,.,female,,,50 to under 55 years,
2013,percentage,,female,,,50 to under 55 years,15.033
2017,percentage,,female,,,50 to under 55 years,14.766
2021,percentage,,female,,,50 to under 55 years,15.398
2000,percentage,.,female,,,50 to under 55 years,
2001,percentage,.,female,,,50 to under 55 years,
2002,percentage,.,female,,,50 to under 55 years,
2004,percentage,.,female,,,50 to under 55 years,
2006,percentage,.,female,,,50 to under 55 years,
2007,percentage,.,female,,,50 to under 55 years,
2008,percentage,.,female,,,50 to under 55 years,
2010,percentage,.,female,,,50 to under 55 years,
2011,percentage,.,female,,,50 to under 55 years,
2012,percentage,.,female,,,50 to under 55 years,
2014,percentage,.,female,,,50 to under 55 years,
2015,percentage,.,female,,,50 to under 55 years,
2016,percentage,.,female,,,50 to under 55 years,
2018,percentage,.,female,,,50 to under 55 years,
2019,percentage,.,female,,,50 to under 55 years,
2020,percentage,.,female,,,50 to under 55 years,
1999,percentage,,female,,,55 to under 60 years,
2003,percentage,.,female,,,55 to under 60 years,
2005,percentage,.,female,,,55 to under 60 years,
2009,percentage,.,female,,,55 to under 60 years,
2013,percentage,,female,,,55 to under 60 years,17.315
2017,percentage,,female,,,55 to under 60 years,16.552
2021,percentage,,female,,,55 to under 60 years,16.677
2000,percentage,.,female,,,55 to under 60 years,
2001,percentage,.,female,,,55 to under 60 years,
2002,percentage,.,female,,,55 to under 60 years,
2004,percentage,.,female,,,55 to under 60 years,
2006,percentage,.,female,,,55 to under 60 years,
2007,percentage,.,female,,,55 to under 60 years,
2008,percentage,.,female,,,55 to under 60 years,
2010,percentage,.,female,,,55 to under 60 years,
2011,percentage,.,female,,,55 to under 60 years,
2012,percentage,.,female,,,55 to under 60 years,
2014,percentage,.,female,,,55 to under 60 years,
2015,percentage,.,female,,,55 to under 60 years,
2016,percentage,.,female,,,55 to under 60 years,
2018,percentage,.,female,,,55 to under 60 years,
2019,percentage,.,female,,,55 to under 60 years,
2020,percentage,.,female,,,55 to under 60 years,
1999,percentage,,female,,,60 to under 65 years,
2003,percentage,.,female,,,60 to under 65 years,
2005,percentage,.,female,,,60 to under 65 years,
2009,percentage,.,female,,,60 to under 65 years,
2013,percentage,,female,,,60 to under 65 years,20.751
2017,percentage,,female,,,60 to under 65 years,19.48
2021,percentage,,female,,,60 to under 65 years,18.593
2000,percentage,.,female,,,60 to under 65 years,
2001,percentage,.,female,,,60 to under 65 years,
2002,percentage,.,female,,,60 to under 65 years,
2004,percentage,.,female,,,60 to under 65 years,
2006,percentage,.,female,,,60 to under 65 years,
2007,percentage,.,female,,,60 to under 65 years,
2008,percentage,.,female,,,60 to under 65 years,
2010,percentage,.,female,,,60 to under 65 years,
2011,percentage,.,female,,,60 to under 65 years,
2012,percentage,.,female,,,60 to under 65 years,
2014,percentage,.,female,,,60 to under 65 years,
2015,percentage,.,female,,,60 to under 65 years,
2016,percentage,.,female,,,60 to under 65 years,
2018,percentage,.,female,,,60 to under 65 years,
2019,percentage,.,female,,,60 to under 65 years,
2020,percentage,.,female,,,60 to under 65 years,
1999,percentage,,female,,,65 to under 70 years,
2003,percentage,.,female,,,65 to under 70 years,
2005,percentage,.,female,,,65 to under 70 years,
2009,percentage,.,female,,,65 to under 70 years,
2013,percentage,,female,,,65 to under 70 years,20.324
2017,percentage,,female,,,65 to under 70 years,21.724
2021,percentage,,female,,,65 to under 70 years,19.285
2000,percentage,.,female,,,65 to under 70 years,
2001,percentage,.,female,,,65 to under 70 years,
2002,percentage,.,female,,,65 to under 70 years,
2004,percentage,.,female,,,65 to under 70 years,
2006,percentage,.,female,,,65 to under 70 years,
2007,percentage,.,female,,,65 to under 70 years,
2008,percentage,.,female,,,65 to under 70 years,
2010,percentage,.,female,,,65 to under 70 years,
2011,percentage,.,female,,,65 to under 70 years,
2012,percentage,.,female,,,65 to under 70 years,
2014,percentage,.,female,,,65 to under 70 years,
2015,percentage,.,female,,,65 to under 70 years,
2016,percentage,.,female,,,65 to under 70 years,
2018,percentage,.,female,,,65 to under 70 years,
2019,percentage,.,female,,,65 to under 70 years,
2020,percentage,.,female,,,65 to under 70 years,
1999,percentage,,female,,,70 to under 75 years,
2003,percentage,.,female,,,70 to under 75 years,
2005,percentage,.,female,,,70 to under 75 years,
2009,percentage,.,female,,,70 to under 75 years,
2013,percentage,,female,,,70 to under 75 years,19.42
2017,percentage,,female,,,70 to under 75 years,19.855
2021,percentage,,female,,,70 to under 75 years,20.051
2000,percentage,.,female,,,70 to under 75 years,
2001,percentage,.,female,,,70 to under 75 years,
2002,percentage,.,female,,,70 to under 75 years,
2004,percentage,.,female,,,70 to under 75 years,
2006,percentage,.,female,,,70 to under 75 years,
2007,percentage,.,female,,,70 to under 75 years,
2008,percentage,.,female,,,70 to under 75 years,
2010,percentage,.,female,,,70 to under 75 years,
2011,percentage,.,female,,,70 to under 75 years,
2012,percentage,.,female,,,70 to under 75 years,
2014,percentage,.,female,,,70 to under 75 years,
2015,percentage,.,female,,,70 to under 75 years,
2016,percentage,.,female,,,70 to under 75 years,
2018,percentage,.,female,,,70 to under 75 years,
2019,percentage,.,female,,,70 to under 75 years,
2020,percentage,.,female,,,70 to under 75 years,
1999,percentage,,female,,,75 years and older,
2003,percentage,,female,,,75 years and older,
2005,percentage,,female,,,75 years and older,
2009,percentage,,female,,,75 years and older,
2013,percentage,,female,,,75 years and older,17.941
2017,percentage,,female,,,75 years and older,18.029
2021,percentage,,female,,,75 years and older,16.274
2000,percentage,.,female,,,75 years and older,
2001,percentage,.,female,,,75 years and older,
2002,percentage,.,female,,,75 years and older,
2004,percentage,.,female,,,75 years and older,
2006,percentage,.,female,,,75 years and older,
2007,percentage,.,female,,,75 years and older,
2008,percentage,.,female,,,75 years and older,
2010,percentage,.,female,,,75 years and older,
2011,percentage,.,female,,,75 years and older,
2012,percentage,.,female,,,75 years and older,
2014,percentage,.,female,,,75 years and older,
2015,percentage,.,female,,,75 years and older,
2016,percentage,.,female,,,75 years and older,
2018,percentage,.,female,,,75 years and older,
2019,percentage,.,female,,,75 years and older,
2020,percentage,.,female,,,75 years and older,
1999,percentage,,male,baden-wuerttemberg,code08,,10.272
2003,percentage,,male,baden-wuerttemberg,code08,,11.694
2005,percentage,,male,baden-wuerttemberg,code08,,12.052
2009,percentage,,male,baden-wuerttemberg,code08,,13.267
2013,percentage,,male,baden-wuerttemberg,code08,,14.524
2017,percentage,,male,baden-wuerttemberg,code08,,15.306
2021,percentage,,male,baden-wuerttemberg,code08,,15.831
2000,percentage,.,male,baden-wuerttemberg,code08,,
2001,percentage,.,male,baden-wuerttemberg,code08,,
2002,percentage,.,male,baden-wuerttemberg,code08,,
2004,percentage,.,male,baden-wuerttemberg,code08,,
2006,percentage,.,male,baden-wuerttemberg,code08,,
2007,percentage,.,male,baden-wuerttemberg,code08,,
2008,percentage,.,male,baden-wuerttemberg,code08,,
2010,percentage,.,male,baden-wuerttemberg,code08,,
2011,percentage,.,male,baden-wuerttemberg,code08,,
2012,percentage,.,male,baden-wuerttemberg,code08,,
2014,percentage,.,male,baden-wuerttemberg,code08,,
2015,percentage,.,male,baden-wuerttemberg,code08,,
2016,percentage,.,male,baden-wuerttemberg,code08,,
2018,percentage,.,male,baden-wuerttemberg,code08,,
2019,percentage,.,male,baden-wuerttemberg,code08,,
2020,percentage,.,male,baden-wuerttemberg,code08,,
1999,percentage,,male,bavaria,code09,,11.477
2003,percentage,,male,bavaria,code09,,12.192
2005,percentage,,male,bavaria,code09,,12.619
2009,percentage,,male,bavaria,code09,,13.964
2013,percentage,,male,bavaria,code09,,15.023
2017,percentage,,male,bavaria,code09,,15.659
2021,percentage,,male,bavaria,code09,,15.666
2000,percentage,.,male,bavaria,code09,,
2001,percentage,.,male,bavaria,code09,,
2002,percentage,.,male,bavaria,code09,,
2004,percentage,.,male,bavaria,code09,,
2006,percentage,.,male,bavaria,code09,,
2007,percentage,.,male,bavaria,code09,,
2008,percentage,.,male,bavaria,code09,,
2010,percentage,.,male,bavaria,code09,,
2011,percentage,.,male,bavaria,code09,,
2012,percentage,.,male,bavaria,code09,,
2014,percentage,.,male,bavaria,code09,,
2015,percentage,.,male,bavaria,code09,,
2016,percentage,.,male,bavaria,code09,,
2018,percentage,.,male,bavaria,code09,,
2019,percentage,.,male,bavaria,code09,,
2020,percentage,.,male,bavaria,code09,,
1999,percentage,,male,berlin,code11,,8.869
2003,percentage,,male,berlin,code11,,9.642
2005,percentage,,male,berlin,code11,,11.389
2009,percentage,,male,berlin,code11,,11.521
2013,percentage,,male,berlin,code11,,12.313
2017,percentage,,male,berlin,code11,,12.715
2021,percentage,,male,berlin,code11,,14.23
2000,percentage,.,male,berlin,code11,,
2001,percentage,.,male,berlin,code11,,
2002,percentage,.,male,berlin,code11,,
2004,percentage,.,male,berlin,code11,,
2006,percentage,.,male,berlin,code11,,
2007,percentage,.,male,berlin,code11,,
2008,percentage,.,male,berlin,code11,,
2010,percentage,.,male,berlin,code11,,
2011,percentage,.,male,berlin,code11,,
2012,percentage,.,male,berlin,code11,,
2014,percentage,.,male,berlin,code11,,
2015,percentage,.,male,berlin,code11,,
2016,percentage,.,male,berlin,code11,,
2018,percentage,.,male,berlin,code11,,
2019,percentage,.,male,berlin,code11,,
2020,percentage,.,male,berlin,code11,,
1999,percentage,,male,brandenburg,code12,,12.891
2003,percentage,,male,brandenburg,code12,,12.559
2005,percentage,,male,brandenburg,code12,,13.83
2009,percentage,,male,brandenburg,code12,,15.353
2013,percentage,,male,brandenburg,code12,,15.498
2017,percentage,,male,brandenburg,code12,,16.444
2021,percentage,,male,brandenburg,code12,,18.682
2000,percentage,.,male,brandenburg,code12,,
2001,percentage,.,male,brandenburg,code12,,
2002,percentage,.,male,brandenburg,code12,,
2004,percentage,.,male,brandenburg,code12,,
2006,percentage,.,male,brandenburg,code12,,
2007,percentage,.,male,brandenburg,code12,,
2008,percentage,.,male,brandenburg,code12,,
2010,percentage,.,male,brandenburg,code12,,
2011,percentage,.,male,brandenburg,code12,,
2012,percentage,.,male,brandenburg,code12,,
2014,percentage,.,male,brandenburg,code12,,
2015,percentage,.,male,brandenburg,code12,,
2016,percentage,.,male,brandenburg,code12,,
2018,percentage,.,male,brandenburg,code12,,
2019,percentage,.,male,brandenburg,code12,,
2020,percentage,.,male,brandenburg,code12,,
1999,percentage,,male,bremen,code04,,9.347
2003,percentage,,male,bremen,code04,,11.639
2005,percentage,,male,bremen,code04,,11.052
2009,percentage,,male,bremen,code04,,11.17
2013,percentage,,male,bremen,code04,,13.582
2017,percentage,,male,bremen,code04,,18.33
2021,percentage,,male,bremen,code04,,18.793
2000,percentage,.,male,bremen,code04,,
2001,percentage,.,male,bremen,code04,,
2002,percentage,.,male,bremen,code04,,
2004,percentage,.,male,bremen,code04,,
2006,percentage,.,male,bremen,code04,,
2007,percentage,.,male,bremen,code04,,
2008,percentage,.,male,bremen,code04,,
2010,percentage,.,male,bremen,code04,,
2011,percentage,.,male,bremen,code04,,
2012,percentage,.,male,bremen,code04,,
2014,percentage,.,male,bremen,code04,,
2015,percentage,.,male,bremen,code04,,
2016,percentage,.,male,bremen,code04,,
2018,percentage,.,male,bremen,code04,,
2019,percentage,.,male,bremen,code04,,
2020,percentage,.,male,bremen,code04,,
1999,percentage,,male,hamburg,code02,,8.204
2003,percentage,,male,hamburg,code02,,9.839
2005,percentage,,male,hamburg,code02,,11.122
2009,percentage,,male,hamburg,code02,,10.448
2013,percentage,,male,hamburg,code02,,11.511
2017,percentage,,male,hamburg,code02,,12.849
2021,percentage,,male,hamburg,code02,,12.609
2000,percentage,.,male,hamburg,code02,,
2001,percentage,.,male,hamburg,code02,,
2002,percentage,.,male,hamburg,code02,,
2004,percentage,.,male,hamburg,code02,,
2006,percentage,.,male,hamburg,code02,,
2007,percentage,.,male,hamburg,code02,,
2008,percentage,.,male,hamburg,code02,,
2010,percentage,.,male,hamburg,code02,,
2011,percentage,.,male,hamburg,code02,,
2012,percentage,.,male,hamburg,code02,,
2014,percentage,.,male,hamburg,code02,,
2015,percentage,.,male,hamburg,code02,,
2016,percentage,.,male,hamburg,code02,,
2018,percentage,.,male,hamburg,code02,,
2019,percentage,.,male,hamburg,code02,,
2020,percentage,.,male,hamburg,code02,,
1999,percentage,,male,hesse,code06,,11.322
2003,percentage,,male,hesse,code06,,12.379
2005,percentage,,male,hesse,code06,,13.029
2009,percentage,,male,hesse,code06,,14.522
2013,percentage,,male,hesse,code06,,15.721
2017,percentage,,male,hesse,code06,,16.837
2021,percentage,,male,hesse,code06,,18.153
2000,percentage,.,male,hesse,code06,,
2001,percentage,.,male,hesse,code06,,
2002,percentage,.,male,hesse,code06,,
2004,percentage,.,male,hesse,code06,,
2006,percentage,.,male,hesse,code06,,
2007,percentage,.,male,hesse,code06,,
2008,percentage,.,male,hesse,code06,,
2010,percentage,.,male,hesse,code06,,
2011,percentage,.,male,hesse,code06,,
2012,percentage,.,male,hesse,code06,,
2014,percentage,.,male,hesse,code06,,
2015,percentage,.,male,hesse,code06,,
2016,percentage,.,male,hesse,code06,,
2018,percentage,.,male,hesse,code06,,
2019,percentage,.,male,hesse,code06,,
2020,percentage,.,male,hesse,code06,,
1999,percentage,,male,mecklenburg western pomerania,code13,,13.705
2003,percentage,,male,mecklenburg western pomerania,code13,,16.471
2005,percentage,,male,mecklenburg western pomerania,code13,,17.022
2009,percentage,,male,mecklenburg western pomerania,code13,,17.148
2013,percentage,,male,mecklenburg western pomerania,code13,,18.039
2017,percentage,,male,mecklenburg western pomerania,code13,,20.759
2021,percentage,,male,mecklenburg western pomerania,code13,,19.337
2000,percentage,.,male,mecklenburg western pomerania,code13,,
2001,percentage,.,male,mecklenburg western pomerania,code13,,
2002,percentage,.,male,mecklenburg western pomerania,code13,,
2004,percentage,.,male,mecklenburg western pomerania,code13,,
2006,percentage,.,male,mecklenburg western pomerania,code13,,
2007,percentage,.,male,mecklenburg western pomerania,code13,,
2008,percentage,.,male,mecklenburg western pomerania,code13,,
2010,percentage,.,male,mecklenburg western pomerania,code13,,
2011,percentage,.,male,mecklenburg western pomerania,code13,,
2012,percentage,.,male,mecklenburg western pomerania,code13,,
2014,percentage,.,male,mecklenburg western pomerania,code13,,
2015,percentage,.,male,mecklenburg western pomerania,code13,,
2016,percentage,.,male,mecklenburg western pomerania,code13,,
2018,percentage,.,male,mecklenburg western pomerania,code13,,
2019,percentage,.,male,mecklenburg western pomerania,code13,,
2020,percentage,.,male,mecklenburg western pomerania,code13,,
1999,percentage,,male,lower saxony,code03,,10.326
2003,percentage,,male,lower saxony,code03,,11.33
2005,percentage,,male,lower saxony,code03,,12.227
2009,percentage,,male,lower saxony,code03,,13.758
2013,percentage,,male,lower saxony,code03,,15.226
2017,percentage,,male,lower saxony,code03,,17.169
2021,percentage,,male,lower saxony,code03,,19.559
2000,percentage,.,male,lower saxony,code03,,
2001,percentage,.,male,lower saxony,code03,,
2002,percentage,.,male,lower saxony,code03,,
2004,percentage,.,male,lower saxony,code03,,
2006,percentage,.,male,lower saxony,code03,,
2007,percentage,.,male,lower saxony,code03,,
2008,percentage,.,male,lower saxony,code03,,
2010,percentage,.,male,lower saxony,code03,,
2011,percentage,.,male,lower saxony,code03,,
2012,percentage,.,male,lower saxony,code03,,
2014,percentage,.,male,lower saxony,code03,,
2015,percentage,.,male,lower saxony,code03,,
2016,percentage,.,male,lower saxony,code03,,
2018,percentage,.,male,lower saxony,code03,,
2019,percentage,.,male,lower saxony,code03,,
2020,percentage,.,male,lower saxony,code03,,
1999,percentage,,male,north rhine-westphalia,code05,,11.001
2003,percentage,,male,north rhine-westphalia,code05,,12.668
2005,percentage,,male,north rhine-westphalia,code05,,13.359
2009,percentage,,male,north rhine-westphalia,code05,,14.77
2013,percentage,,male,north rhine-westphalia,code05,,16.444
2017,percentage,,male,north rhine-westphalia,code05,,16.886
2021,percentage,,male,north rhine-westphalia,code05,,18.556
2000,percentage,.,male,north rhine-westphalia,code05,,
2001,percentage,.,male,north rhine-westphalia,code05,,
2002,percentage,.,male,north rhine-westphalia,code05,,
2004,percentage,.,male,north rhine-westphalia,code05,,
2006,percentage,.,male,north rhine-westphalia,code05,,
2007,percentage,.,male,north rhine-westphalia,code05,,
2008,percentage,.,male,north rhine-westphalia,code05,,
2010,percentage,.,male,north rhine-westphalia,code05,,
2011,percentage,.,male,north rhine-westphalia,code05,,
2012,percentage,.,male,north rhine-westphalia,code05,,
2014,percentage,.,male,north rhine-westphalia,code05,,
2015,percentage,.,male,north rhine-westphalia,code05,,
2016,percentage,.,male,north rhine-westphalia,code05,,
2018,percentage,.,male,north rhine-westphalia,code05,,
2019,percentage,.,male,north rhine-westphalia,code05,,
2020,percentage,.,male,north rhine-westphalia,code05,,
1999,percentage,,male,rhineland palatinate,code07,,11.727
2003,percentage,,male,rhineland palatinate,code07,,13.281
2005,percentage,,male,rhineland palatinate,code07,,14.264
2009,percentage,,male,rhineland palatinate,code07,,15.394
2013,percentage,,male,rhineland palatinate,code07,,17.158
2017,percentage,,male,rhineland palatinate,code07,,18.091
2021,percentage,,male,rhineland palatinate,code07,,19.923
2000,percentage,.,male,rhineland palatinate,code07,,
2001,percentage,.,male,rhineland palatinate,code07,,
2002,percentage,.,male,rhineland palatinate,code07,,
2004,percentage,.,male,rhineland palatinate,code07,,
2006,percentage,.,male,rhineland palatinate,code07,,
2007,percentage,.,male,rhineland palatinate,code07,,
2008,percentage,.,male,rhineland palatinate,code07,,
2010,percentage,.,male,rhineland palatinate,code07,,
2011,percentage,.,male,rhineland palatinate,code07,,
2012,percentage,.,male,rhineland palatinate,code07,,
2014,percentage,.,male,rhineland palatinate,code07,,
2015,percentage,.,male,rhineland palatinate,code07,,
2016,percentage,.,male,rhineland palatinate,code07,,
2018,percentage,.,male,rhineland palatinate,code07,,
2019,percentage,.,male,rhineland palatinate,code07,,
2020,percentage,.,male,rhineland palatinate,code07,,
1999,percentage,,male,saarland,code10,,9.545
2003,percentage,,male,saarland,code10,,10.37
2005,percentage,,male,saarland,code10,,13.872
2009,percentage,,male,saarland,code10,,15.562
2013,percentage,,male,saarland,code10,,16.365
2017,percentage,,male,saarland,code10,,18.154
2021,percentage,,male,saarland,code10,,20.088
2000,percentage,.,male,saarland,code10,,
2001,percentage,.,male,saarland,code10,,
2002,percentage,.,male,saarland,code10,,
2004,percentage,.,male,saarland,code10,,
2006,percentage,.,male,saarland,code10,,
2007,percentage,.,male,saarland,code10,,
2008,percentage,.,male,saarland,code10,,
2010,percentage,.,male,saarland,code10,,
2011,percentage,.,male,saarland,code10,,
2012,percentage,.,male,saarland,code10,,
2014,percentage,.,male,saarland,code10,,
2015,percentage,.,male,saarland,code10,,
2016,percentage,.,male,saarland,code10,,
2018,percentage,.,male,saarland,code10,,
2019,percentage,.,male,saarland,code10,,
2020,percentage,.,male,saarland,code10,,
1999,percentage,,male,saxony,code14,,11.486
2003,percentage,,male,saxony,code14,,13.14
2005,percentage,,male,saxony,code14,,12.946
2009,percentage,,male,saxony,code14,,13.384
2013,percentage,,male,saxony,code14,,14.278
2017,percentage,,male,saxony,code14,,15.772
2021,percentage,,male,saxony,code14,,15.576
2000,percentage,.,male,saxony,code14,,
2001,percentage,.,male,saxony,code14,,
2002,percentage,.,male,saxony,code14,,
2004,percentage,.,male,saxony,code14,,
2006,percentage,.,male,saxony,code14,,
2007,percentage,.,male,saxony,code14,,
2008,percentage,.,male,saxony,code14,,
2010,percentage,.,male,saxony,code14,,
2011,percentage,.,male,saxony,code14,,
2012,percentage,.,male,saxony,code14,,
2014,percentage,.,male,saxony,code14,,
2015,percentage,.,male,saxony,code14,,
2016,percentage,.,male,saxony,code14,,
2018,percentage,.,male,saxony,code14,,
2019,percentage,.,male,saxony,code14,,
2020,percentage,.,male,saxony,code14,,
1999,percentage,,male,saxony-anhalt,code15,,13.609
2003,percentage,,male,saxony-anhalt,code15,,14.71
2005,percentage,,male,saxony-anhalt,code15,,15.755
2009,percentage,,male,saxony-anhalt,code15,,15.801
2013,percentage,,male,saxony-anhalt,code15,,17.477
2017,percentage,,male,saxony-anhalt,code15,,18.706
2021,percentage,,male,saxony-anhalt,code15,,17.078
2000,percentage,.,male,saxony-anhalt,code15,,
2001,percentage,.,male,saxony-anhalt,code15,,
2002,percentage,.,male,saxony-anhalt,code15,,
2004,percentage,.,male,saxony-anhalt,code15,,
2006,percentage,.,male,saxony-anhalt,code15,,
2007,percentage,.,male,saxony-anhalt,code15,,
2008,percentage,.,male,saxony-anhalt,code15,,
2010,percentage,.,male,saxony-anhalt,code15,,
2011,percentage,.,male,saxony-anhalt,code15,,
2012,percentage,.,male,saxony-anhalt,code15,,
2014,percentage,.,male,saxony-anhalt,code15,,
2015,percentage,.,male,saxony-anhalt,code15,,
2016,percentage,.,male,saxony-anhalt,code15,,
2018,percentage,.,male,saxony-anhalt,code15,,
2019,percentage,.,male,saxony-anhalt,code15,,
2020,percentage,.,male,saxony-anhalt,code15,,
1999,percentage,,male,schleswig-holstein,code01,,10.106
2003,percentage,,male,schleswig-holstein,code01,,11.019
2005,percentage,,male,schleswig-holstein,code01,,12.484
2009,percentage,,male,schleswig-holstein,code01,,13.974
2013,percentage,,male,schleswig-holstein,code01,,14.95
2017,percentage,,male,schleswig-holstein,code01,,16.843
2021,percentage,,male,schleswig-holstein,code01,,19.078
2000,percentage,.,male,schleswig-holstein,code01,,
2001,percentage,.,male,schleswig-holstein,code01,,
2002,percentage,.,male,schleswig-holstein,code01,,
2004,percentage,.,male,schleswig-holstein,code01,,
2006,percentage,.,male,schleswig-holstein,code01,,
2007,percentage,.,male,schleswig-holstein,code01,,
2008,percentage,.,male,schleswig-holstein,code01,,
2010,percentage,.,male,schleswig-holstein,code01,,
2011,percentage,.,male,schleswig-holstein,code01,,
2012,percentage,.,male,schleswig-holstein,code01,,
2014,percentage,.,male,schleswig-holstein,code01,,
2015,percentage,.,male,schleswig-holstein,code01,,
2016,percentage,.,male,schleswig-holstein,code01,,
2018,percentage,.,male,schleswig-holstein,code01,,
2019,percentage,.,male,schleswig-holstein,code01,,
2020,percentage,.,male,schleswig-holstein,code01,,
1999,percentage,,male,thuringia,code16,,14.3
2003,percentage,,male,thuringia,code16,,13.129
2005,percentage,,male,thuringia,code16,,14.549
2009,percentage,,male,thuringia,code16,,15.579
2013,percentage,,male,thuringia,code16,,15.858
2017,percentage,,male,thuringia,code16,,18.608
2021,percentage,,male,thuringia,code16,,19.585
2000,percentage,.,male,thuringia,code16,,
2001,percentage,.,male,thuringia,code16,,
2002,percentage,.,male,thuringia,code16,,
2004,percentage,.,male,thuringia,code16,,
2006,percentage,.,male,thuringia,code16,,
2007,percentage,.,male,thuringia,code16,,
2008,percentage,.,male,thuringia,code16,,
2010,percentage,.,male,thuringia,code16,,
2011,percentage,.,male,thuringia,code16,,
2012,percentage,.,male,thuringia,code16,,
2014,percentage,.,male,thuringia,code16,,
2015,percentage,.,male,thuringia,code16,,
2016,percentage,.,male,thuringia,code16,,
2018,percentage,.,male,thuringia,code16,,
2019,percentage,.,male,thuringia,code16,,
2020,percentage,.,male,thuringia,code16,,
1999,percentage,,male,,,18 to under 20 years,
2003,percentage,.,male,,,18 to under 20 years,
2005,percentage,.,male,,,18 to under 20 years,
2009,percentage,.,male,,,18 to under 20 years,
2013,percentage,,male,,,18 to under 20 years,4.058
2017,percentage,,male,,,18 to under 20 years,4.955
2021,percentage,,male,,,18 to under 20 years,6.553
2000,percentage,.,male,,,18 to under 20 years,
2001,percentage,.,male,,,18 to under 20 years,
2002,percentage,.,male,,,18 to under 20 years,
2004,percentage,.,male,,,18 to under 20 years,
2006,percentage,.,male,,,18 to under 20 years,
2007,percentage,.,male,,,18 to under 20 years,
2008,percentage,.,male,,,18 to under 20 years,
2010,percentage,.,male,,,18 to under 20 years,
2011,percentage,.,male,,,18 to under 20 years,
2012,percentage,.,male,,,18 to under 20 years,
2014,percentage,.,male,,,18 to under 20 years,
2015,percentage,.,male,,,18 to under 20 years,
2016,percentage,.,male,,,18 to under 20 years,
2018,percentage,.,male,,,18 to under 20 years,
2019,percentage,.,male,,,18 to under 20 years,
2020,percentage,.,male,,,18 to under 20 years,
1999,percentage,,male,,,20 to under 25 years,
2003,percentage,.,male,,,20 to under 25 years,
2005,percentage,.,male,,,20 to under 25 years,
2009,percentage,.,male,,,20 to under 25 years,
2013,percentage,,male,,,20 to under 25 years,6.166
2017,percentage,,male,,,20 to under 25 years,6.973
2021,percentage,,male,,,20 to under 25 years,7.308
2000,percentage,.,male,,,20 to under 25 years,
2001,percentage,.,male,,,20 to under 25 years,
2002,percentage,.,male,,,20 to under 25 years,
2004,percentage,.,male,,,20 to under 25 years,
2006,percentage,.,male,,,20 to under 25 years,
2007,percentage,.,male,,,20 to under 25 years,
2008,percentage,.,male,,,20 to under 25 years,
2010,percentage,.,male,,,20 to under 25 years,
2011,percentage,.,male,,,20 to under 25 years,
2012,percentage,.,male,,,20 to under 25 years,
2014,percentage,.,male,,,20 to under 25 years,
2015,percentage,.,male,,,20 to under 25 years,
2016,percentage,.,male,,,20 to under 25 years,
2018,percentage,.,male,,,20 to under 25 years,
2019,percentage,.,male,,,20 to under 25 years,
2020,percentage,.,male,,,20 to under 25 years,
1999,percentage,,male,,,25 to under 30 years,
2003,percentage,.,male,,,25 to under 30 years,
2005,percentage,.,male,,,25 to under 30 years,
2009,percentage,.,male,,,25 to under 30 years,
2013,percentage,,male,,,25 to under 30 years,8.808
2017,percentage,,male,,,25 to under 30 years,10.569
2021,percentage,,male,,,25 to under 30 years,12.572
2000,percentage,.,male,,,25 to under 30 years,
2001,percentage,.,male,,,25 to under 30 years,
2002,percentage,.,male,,,25 to under 30 years,
2004,percentage,.,male,,,25 to under 30 years,
2006,percentage,.,male,,,25 to under 30 years,
2007,percentage,.,male,,,25 to under 30 years,
2008,percentage,.,male,,,25 to under 30 years,
2010,percentage,.,male,,,25 to under 30 years,
2011,percentage,.,male,,,25 to under 30 years,
2012,percentage,.,male,,,25 to under 30 years,
2014,percentage,.,male,,,25 to under 30 years,
2015,percentage,.,male,,,25 to under 30 years,
2016,percentage,.,male,,,25 to under 30 years,
2018,percentage,.,male,,,25 to under 30 years,
2019,percentage,.,male,,,25 to under 30 years,
2020,percentage,.,male,,,25 to under 30 years,
1999,percentage,,male,,,30 to under 35 years,
2003,percentage,.,male,,,30 to under 35 years,
2005,percentage,.,male,,,30 to under 35 years,
2009,percentage,.,male,,,30 to under 35 years,
2013,percentage,,male,,,30 to under 35 years,12.162
2017,percentage,,male,,,30 to under 35 years,13.395
2021,percentage,,male,,,30 to under 35 years,15.416
2000,percentage,.,male,,,30 to under 35 years,
2001,percentage,.,male,,,30 to under 35 years,
2002,percentage,.,male,,,30 to under 35 years,
2004,percentage,.,male,,,30 to under 35 years,
2006,percentage,.,male,,,30 to under 35 years,
2007,percentage,.,male,,,30 to under 35 years,
2008,percentage,.,male,,,30 to under 35 years,
2010,percentage,.,male,,,30 to under 35 years,
2011,percentage,.,male,,,30 to under 35 years,
2012,percentage,.,male,,,30 to under 35 years,
