Year,Units,time series,federal state,GeoCode,Value
1999,"per 100,000 inhabitants",premature death (men),hesse,code06,362.3
2000,"per 100,000 inhabitants",premature death (men),hesse,code06,350.2
2001,"per 100,000 inhabitants",premature death (men),hesse,code06,332.8
2002,"per 100,000 inhabitants",premature death (men),hesse,code06,330.7
2003,"per 100,000 inhabitants",premature death (men),hesse,code06,336.2
2004,"per 100,000 inhabitants",premature death (men),hesse,code06,311.4
2005,"per 100,000 inhabitants",premature death (men),hesse,code06,304.4
2006,"per 100,000 inhabitants",premature death (men),hesse,code06,287.0
2007,"per 100,000 inhabitants",premature death (men),hesse,code06,291.3
2008,"per 100,000 inhabitants",premature death (men),hesse,code06,289.7
2009,"per 100,000 inhabitants",premature death (men),hesse,code06,281.7
2010,"per 100,000 inhabitants",premature death (men),hesse,code06,274.4
2011,"per 100,000 inhabitants",premature death (men),hesse,code06,275.2
2012,"per 100,000 inhabitants",premature death (men),hesse,code06,266.5
2013,"per 100,000 inhabitants",premature death (men),hesse,code06,266.4
2014,"per 100,000 inhabitants",premature death (men),hesse,code06,255.4
2015,"per 100,000 inhabitants",premature death (men),hesse,code06,266.0
2016,"per 100,000 inhabitants",premature death (men),hesse,code06,252.8
2017,"per 100,000 inhabitants",premature death (men),hesse,code06,252.9
2018,"per 100,000 inhabitants",premature death (men),hesse,code06,253.9
2019,"per 100,000 inhabitants",premature death (men),hesse,code06,247.5
2020,"per 100,000 inhabitants",premature death (men),hesse,code06,252.9
2021,"per 100,000 inhabitants",premature death (men),hesse,code06,265.5
2022,"per 100,000 inhabitants",premature death (men),hesse,code06,260.0
2023,"per 100,000 inhabitants",premature death (men),hesse,code06,251.1
1991,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,731.9
1992,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,699.2
1993,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,697.7
1994,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,667.8
1995,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,659.2
1996,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,603.6
1997,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,567.2
1998,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,524.5
1999,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,508.9
2000,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,488.0
2001,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,475.4
2002,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,456.0
2003,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,456.8
2004,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,427.6
2005,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,405.2
2006,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,388.7
2007,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,387.0
2008,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,383.0
2009,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,377.6
2010,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,378.2
2011,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,384.1
2012,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,375.1
2013,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,361.9
2014,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,358.3
2015,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,364.9
2016,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,360.4
2017,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,352.5
2018,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,367.7
2019,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,360.5
2020,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,356.9
2021,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,378.0
2022,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,354.8
2023,"per 100,000 inhabitants",premature death (men),mecklenburg western pomerania,code13,346.7
1991,"per 100,000 inhabitants",premature death (men),lower saxony,code03,464.0
1992,"per 100,000 inhabitants",premature death (men),lower saxony,code03,453.3
1993,"per 100,000 inhabitants",premature death (men),lower saxony,code03,450.0
1994,"per 100,000 inhabitants",premature death (men),lower saxony,code03,448.7
1995,"per 100,000 inhabitants",premature death (men),lower saxony,code03,439.0
1996,"per 100,000 inhabitants",premature death (men),lower saxony,code03,427.9
1997,"per 100,000 inhabitants",premature death (men),lower saxony,code03,414.8
1998,"per 100,000 inhabitants",premature death (men),lower saxony,code03,399.0
1999,"per 100,000 inhabitants",premature death (men),lower saxony,code03,386.7
2000,"per 100,000 inhabitants",premature death (men),lower saxony,code03,381.8
2001,"per 100,000 inhabitants",premature death (men),lower saxony,code03,364.7
2002,"per 100,000 inhabitants",premature death (men),lower saxony,code03,365.2
2003,"per 100,000 inhabitants",premature death (men),lower saxony,code03,358.9
2004,"per 100,000 inhabitants",premature death (men),lower saxony,code03,341.0
2005,"per 100,000 inhabitants",premature death (men),lower saxony,code03,333.1
2006,"per 100,000 inhabitants",premature death (men),lower saxony,code03,323.7
2007,"per 100,000 inhabitants",premature death (men),lower saxony,code03,318.0
2008,"per 100,000 inhabitants",premature death (men),lower saxony,code03,310.7
2009,"per 100,000 inhabitants",premature death (men),lower saxony,code03,312.8
2010,"per 100,000 inhabitants",premature death (men),lower saxony,code03,300.3
2011,"per 100,000 inhabitants",premature death (men),lower saxony,code03,303.9
2012,"per 100,000 inhabitants",premature death (men),lower saxony,code03,297.7
2013,"per 100,000 inhabitants",premature death (men),lower saxony,code03,297.6
2014,"per 100,000 inhabitants",premature death (men),lower saxony,code03,292.1
2015,"per 100,000 inhabitants",premature death (men),lower saxony,code03,294.0
2016,"per 100,000 inhabitants",premature death (men),lower saxony,code03,294.2
2017,"per 100,000 inhabitants",premature death (men),lower saxony,code03,281.9
2018,"per 100,000 inhabitants",premature death (men),lower saxony,code03,292.0
2019,"per 100,000 inhabitants",premature death (men),lower saxony,code03,282.7
2020,"per 100,000 inhabitants",premature death (men),lower saxony,code03,288.5
2021,"per 100,000 inhabitants",premature death (men),lower saxony,code03,294.4
2022,"per 100,000 inhabitants",premature death (men),lower saxony,code03,294.2
2023,"per 100,000 inhabitants",premature death (men),lower saxony,code03,288.9
1991,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,470.9
1992,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,458.4
1993,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,454.3
1994,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,448.8
1995,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,442.8
1996,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,434.4
1997,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,420.9
1998,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,403.9
1999,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,390.2
2000,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,381.8
2001,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,366.9
2002,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,362.1
2003,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,361.1
2004,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,341.9
2005,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,338.1
2006,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,323.2
2007,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,320.8
2008,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,314.3
2009,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,311.3
2010,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,311.8
2011,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,304.5
2012,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,300.4
2013,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,298.4
2014,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,288.2
2015,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,292.9
2016,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,293.1
2017,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,280.6
2018,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,285.8
2019,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,277.8
2020,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,281.1
2021,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,292.7
2022,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,291.5
2023,"per 100,000 inhabitants",premature death (men),north rhine-westphalia,code05,284.4
1991,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,460.8
1992,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,448.2
1993,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,450.0
1994,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,426.5
1995,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,421.6
1996,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,419.9
1997,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,407.1
1998,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,393.5
1999,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,375.1
2000,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,374.4
2001,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,360.2
2002,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,350.4
2003,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,346.0
2004,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,327.9
2005,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,327.3
2006,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,304.8
2007,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,302.4
2008,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,299.7
2009,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,299.4
2010,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,293.0
2011,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,286.1
2012,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,279.1
2013,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,278.0
2014,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,266.9
2015,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,273.2
2016,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,262.8
2017,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,264.1
2018,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,272.3
2019,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,256.1
2020,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,260.8
2021,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,279.0
2022,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,274.7
2023,"per 100,000 inhabitants",premature death (men),rhineland palatinate,code07,256.6
1991,"per 100,000 inhabitants",premature death (men),saarland,code10,508.9
1992,"per 100,000 inhabitants",premature death (men),saarland,code10,496.0
1993,"per 100,000 inhabitants",premature death (men),saarland,code10,485.9
1994,"per 100,000 inhabitants",premature death (men),saarland,code10,482.4
1995,"per 100,000 inhabitants",premature death (men),saarland,code10,483.0
1996,"per 100,000 inhabitants",premature death (men),saarland,code10,451.2
1997,"per 100,000 inhabitants",premature death (men),saarland,code10,444.6
1998,"per 100,000 inhabitants",premature death (men),saarland,code10,428.5
1999,"per 100,000 inhabitants",premature death (men),saarland,code10,443.4
2000,"per 100,000 inhabitants",premature death (men),saarland,code10,421.2
2001,"per 100,000 inhabitants",premature death (men),saarland,code10,416.7
2002,"per 100,000 inhabitants",premature death (men),saarland,code10,396.4
2003,"per 100,000 inhabitants",premature death (men),saarland,code10,413.3
2004,"per 100,000 inhabitants",premature death (men),saarland,code10,378.6
2005,"per 100,000 inhabitants",premature death (men),saarland,code10,376.8
2006,"per 100,000 inhabitants",premature death (men),saarland,code10,366.2
2007,"per 100,000 inhabitants",premature death (men),saarland,code10,350.0
2008,"per 100,000 inhabitants",premature death (men),saarland,code10,363.2
2009,"per 100,000 inhabitants",premature death (men),saarland,code10,344.5
2010,"per 100,000 inhabitants",premature death (men),saarland,code10,339.8
2011,"per 100,000 inhabitants",premature death (men),saarland,code10,331.1
2012,"per 100,000 inhabitants",premature death (men),saarland,code10,316.7
2013,"per 100,000 inhabitants",premature death (men),saarland,code10,334.8
2014,"per 100,000 inhabitants",premature death (men),saarland,code10,305.6
2015,"per 100,000 inhabitants",premature death (men),saarland,code10,319.8
2016,"per 100,000 inhabitants",premature death (men),saarland,code10,299.0
2017,"per 100,000 inhabitants",premature death (men),saarland,code10,306.9
2018,"per 100,000 inhabitants",premature death (men),saarland,code10,319.6
2019,"per 100,000 inhabitants",premature death (men),saarland,code10,303.4
2020,"per 100,000 inhabitants",premature death (men),saarland,code10,299.7
2021,"per 100,000 inhabitants",premature death (men),saarland,code10,310.6
2022,"per 100,000 inhabitants",premature death (men),saarland,code10,324.4
2023,"per 100,000 inhabitants",premature death (men),saarland,code10,311.6
1991,"per 100,000 inhabitants",premature death (men),saxony,code14,588.3
1992,"per 100,000 inhabitants",premature death (men),saxony,code14,560.1
1993,"per 100,000 inhabitants",premature death (men),saxony,code14,546.3
1994,"per 100,000 inhabitants",premature death (men),saxony,code14,539.7
1995,"per 100,000 inhabitants",premature death (men),saxony,code14,512.7
1996,"per 100,000 inhabitants",premature death (men),saxony,code14,484.3
1997,"per 100,000 inhabitants",premature death (men),saxony,code14,470.9
1998,"per 100,000 inhabitants",premature death (men),saxony,code14,428.4
1999,"per 100,000 inhabitants",premature death (men),saxony,code14,415.6
2000,"per 100,000 inhabitants",premature death (men),saxony,code14,413.1
2001,"per 100,000 inhabitants",premature death (men),saxony,code14,386.3
2002,"per 100,000 inhabitants",premature death (men),saxony,code14,387.0
2003,"per 100,000 inhabitants",premature death (men),saxony,code14,376.2
2004,"per 100,000 inhabitants",premature death (men),saxony,code14,358.4
2005,"per 100,000 inhabitants",premature death (men),saxony,code14,351.2
2006,"per 100,000 inhabitants",premature death (men),saxony,code14,347.2
2007,"per 100,000 inhabitants",premature death (men),saxony,code14,335.2
2008,"per 100,000 inhabitants",premature death (men),saxony,code14,330.2
2009,"per 100,000 inhabitants",premature death (men),saxony,code14,329.7
2010,"per 100,000 inhabitants",premature death (men),saxony,code14,328.3
2011,"per 100,000 inhabitants",premature death (men),saxony,code14,326.7
2012,"per 100,000 inhabitants",premature death (men),saxony,code14,322.0
2013,"per 100,000 inhabitants",premature death (men),saxony,code14,334.6
2014,"per 100,000 inhabitants",premature death (men),saxony,code14,320.8
2015,"per 100,000 inhabitants",premature death (men),saxony,code14,331.3
2016,"per 100,000 inhabitants",premature death (men),saxony,code14,324.2
2017,"per 100,000 inhabitants",premature death (men),saxony,code14,314.8
2018,"per 100,000 inhabitants",premature death (men),saxony,code14,317.6
2019,"per 100,000 inhabitants",premature death (men),saxony,code14,313.2
2020,"per 100,000 inhabitants",premature death (men),saxony,code14,328.1
2021,"per 100,000 inhabitants",premature death (men),saxony,code14,359.7
2022,"per 100,000 inhabitants",premature death (men),saxony,code14,325.5
2023,"per 100,000 inhabitants",premature death (men),saxony,code14,307.1
1991,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,670.5
1992,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,638.3
1993,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,628.2
1994,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,601.9
1995,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,583.4
1996,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,561.0
1997,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,507.7
1998,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,502.2
1999,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,472.3
2000,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,472.7
2001,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,446.0
2002,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,451.1
2003,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,433.4
2004,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,418.3
2005,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,406.6
2006,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,397.5
2007,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,389.4
2008,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,386.3
2009,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,388.3
2010,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,376.2
2011,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,375.7
2012,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,375.4
2013,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,372.9
2014,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,363.0
2015,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,373.7
2016,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,369.8
2017,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,370.1
2018,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,376.2
2019,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,360.7
2020,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,366.8
2021,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,410.7
2022,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,396.0
2023,"per 100,000 inhabitants",premature death (men),saxony-anhalt,code15,376.8
1991,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,454.5
1992,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,422.6
1993,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,429.3
1994,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,428.4
1995,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,421.1
1996,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,418.9
1997,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,397.3
1998,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,389.4
1999,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,385.6
2000,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,380.5
2001,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,364.2
2002,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,355.9
2003,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,348.3
2004,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,343.6
2005,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,330.3
2006,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,319.4
2007,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,312.3
2008,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,309.2
2009,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,311.3
2010,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,305.3
2011,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,301.0
2012,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,287.4
2013,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,302.3
2014,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,281.7
2015,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,298.4
2016,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,292.3
2017,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,281.1
2018,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,293.1
2019,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,286.8
2020,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,279.0
2021,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,278.2
2022,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,293.3
2023,"per 100,000 inhabitants",premature death (men),schleswig-holstein,code01,272.8
1991,"per 100,000 inhabitants",premature death (men),thuringia,code16,585.1
1992,"per 100,000 inhabitants",premature death (men),thuringia,code16,574.2
1993,"per 100,000 inhabitants",premature death (men),thuringia,code16,557.3
1994,"per 100,000 inhabitants",premature death (men),thuringia,code16,534.6
1995,"per 100,000 inhabitants",premature death (men),thuringia,code16,522.0
1996,"per 100,000 inhabitants",premature death (men),thuringia,code16,506.9
1997,"per 100,000 inhabitants",premature death (men),thuringia,code16,483.7
1998,"per 100,000 inhabitants",premature death (men),thuringia,code16,454.2
1999,"per 100,000 inhabitants",premature death (men),thuringia,code16,439.4
2000,"per 100,000 inhabitants",premature death (men),thuringia,code16,414.8
2001,"per 100,000 inhabitants",premature death (men),thuringia,code16,398.8
2002,"per 100,000 inhabitants",premature death (men),thuringia,code16,388.2
2003,"per 100,000 inhabitants",premature death (men),thuringia,code16,385.8
2004,"per 100,000 inhabitants",premature death (men),thuringia,code16,372.2
2005,"per 100,000 inhabitants",premature death (men),thuringia,code16,353.6
2006,"per 100,000 inhabitants",premature death (men),thuringia,code16,354.1
2007,"per 100,000 inhabitants",premature death (men),thuringia,code16,344.9
2008,"per 100,000 inhabitants",premature death (men),thuringia,code16,343.9
2009,"per 100,000 inhabitants",premature death (men),thuringia,code16,336.6
2010,"per 100,000 inhabitants",premature death (men),thuringia,code16,331.0
2011,"per 100,000 inhabitants",premature death (men),thuringia,code16,329.6
2012,"per 100,000 inhabitants",premature death (men),thuringia,code16,331.7
2013,"per 100,000 inhabitants",premature death (men),thuringia,code16,316.6
2014,"per 100,000 inhabitants",premature death (men),thuringia,code16,316.8
2015,"per 100,000 inhabitants",premature death (men),thuringia,code16,336.7
2016,"per 100,000 inhabitants",premature death (men),thuringia,code16,332.6
2017,"per 100,000 inhabitants",premature death (men),thuringia,code16,324.6
2018,"per 100,000 inhabitants",premature death (men),thuringia,code16,319.9
2019,"per 100,000 inhabitants",premature death (men),thuringia,code16,313.3
2020,"per 100,000 inhabitants",premature death (men),thuringia,code16,316.2
2021,"per 100,000 inhabitants",premature death (men),thuringia,code16,365.6
2022,"per 100,000 inhabitants",premature death (men),thuringia,code16,338.0
2023,"per 100,000 inhabitants",premature death (men),thuringia,code16,320.3
