Year,Units,Zeitreihe,Gebiet,COMMENT_OBS_0,Bundesland,GeoCode,Value
2010,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2011,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2012,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2013,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2014,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2015,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2016,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2017,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2018,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2019,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2020,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2021,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen,code14,0.26
2022,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen,code14,
2023,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen,code14,0.245
2024,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen,code14,0.243
2007,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2008,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2009,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2010,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2011,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2012,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2013,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2014,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2015,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2016,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2017,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2018,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2019,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2020,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2021,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen-Anhalt,code15,0.298
2022,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Sachsen-Anhalt,code15,
2023,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen-Anhalt,code15,0.276
2024,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Sachsen-Anhalt,code15,0.282
2007,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2008,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2009,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2010,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2011,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2012,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2013,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2014,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2015,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2016,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2017,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2018,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2019,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2020,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2021,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Schleswig-Holstein,code01,0.29
2022,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Schleswig-Holstein,code01,
2023,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Schleswig-Holstein,code01,0.295
2024,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Schleswig-Holstein,code01,0.297
2007,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2008,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2009,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2010,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2011,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2012,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2013,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2014,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2015,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2016,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2017,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2018,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2019,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2020,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2021,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Thüringen,code16,0.285
2022,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,.,Thüringen,code16,
2023,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Thüringen,code16,0.252
2024,Gini-Koeffizient,<u>Zeitreihe des Indikators:</u> Gini-Koeffizient des verfügbaren Äquivalenzeinkommens,Deutschland,,Thüringen,code16,0.279
