Year,Units,federal state,GeoCode,county,Value
2013,1.000 eur,baden-wuerttemberg,code08115,böblingen,55.72
2014,1.000 eur,baden-wuerttemberg,code08115,böblingen,58.68
2015,1.000 eur,baden-wuerttemberg,code08115,böblingen,65.409
2016,1.000 eur,baden-wuerttemberg,code08115,böblingen,65.808
2017,1.000 eur,baden-wuerttemberg,code08115,böblingen,66.701
2000,1.000 eur,baden-wuerttemberg,code08116,esslingen,29.224
2001,1.000 eur,baden-wuerttemberg,code08116,esslingen,31.126
2002,1.000 eur,baden-wuerttemberg,code08116,esslingen,29.635
2003,1.000 eur,baden-wuerttemberg,code08116,esslingen,30.25
2004,1.000 eur,baden-wuerttemberg,code08116,esslingen,30.109
2005,1.000 eur,baden-wuerttemberg,code08116,esslingen,30.159
2006,1.000 eur,baden-wuerttemberg,code08116,esslingen,32.098
2007,1.000 eur,baden-wuerttemberg,code08116,esslingen,34.097
2008,1.000 eur,baden-wuerttemberg,code08116,esslingen,34.923
2009,1.000 eur,baden-wuerttemberg,code08116,esslingen,30.889
2010,1.000 eur,baden-wuerttemberg,code08116,esslingen,33.877
2011,1.000 eur,baden-wuerttemberg,code08116,esslingen,35.96
2012,1.000 eur,baden-wuerttemberg,code08116,esslingen,36.774
2013,1.000 eur,baden-wuerttemberg,code08116,esslingen,36.421
2014,1.000 eur,baden-wuerttemberg,code08116,esslingen,37.754
2015,1.000 eur,baden-wuerttemberg,code08116,esslingen,39.607
2016,1.000 eur,baden-wuerttemberg,code08116,esslingen,39.559
2017,1.000 eur,baden-wuerttemberg,code08116,esslingen,41.711
2000,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.094
2001,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.223
2002,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.377
2003,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.748
2004,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.522
2005,1.000 eur,baden-wuerttemberg,code08117,göppingen,24.284
2006,1.000 eur,baden-wuerttemberg,code08117,göppingen,25.471
2007,1.000 eur,baden-wuerttemberg,code08117,göppingen,26.94
2008,1.000 eur,baden-wuerttemberg,code08117,göppingen,27.777
2009,1.000 eur,baden-wuerttemberg,code08117,göppingen,25.213
2010,1.000 eur,baden-wuerttemberg,code08117,göppingen,27.067
2011,1.000 eur,baden-wuerttemberg,code08117,göppingen,28.306
2012,1.000 eur,baden-wuerttemberg,code08117,göppingen,28.907
2013,1.000 eur,baden-wuerttemberg,code08117,göppingen,30.419
2014,1.000 eur,baden-wuerttemberg,code08117,göppingen,31.905
2015,1.000 eur,baden-wuerttemberg,code08117,göppingen,34.001
2016,1.000 eur,baden-wuerttemberg,code08117,göppingen,33.706
2017,1.000 eur,baden-wuerttemberg,code08117,göppingen,34.179
2000,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,29.35
2001,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,30.913
2002,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,30.918
2003,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,30.912
2004,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,30.855
2005,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,31.551
2006,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,33.431
2007,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,35.335
2008,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,35.919
2009,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,33.08
2010,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,35.758
2011,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,37.222
2012,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,38.628
2013,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,39.672
2014,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,41.815
2015,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,43.266
2016,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,44.613
2017,1.000 eur,baden-wuerttemberg,code08118,ludwigsburg,46.178
2000,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.799
2001,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.789
2002,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.813
2003,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.426
2004,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.834
2005,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,25.976
2006,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,27.826
2007,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,28.318
2008,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,28.825
2009,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,26.746
2010,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,28.629
2011,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,30.076
2012,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,30.149
2013,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,30.88
2014,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,31.935
2015,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,32.736
2016,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,33.387
2017,1.000 eur,baden-wuerttemberg,code08119,rems-murr-kreis,34.749
2000,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",45.97
2001,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",47.498
2002,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",45.744
2003,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",40.856
2004,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",41.333
2005,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",42.262
2006,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",44.058
2007,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",44.471
2008,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",45.819
2009,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",44.543
2010,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",48.014
2011,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",48.146
2012,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",48.367
2013,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",49.602
2014,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",50.327
2015,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",52.904
2016,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",51.662
2017,1.000 eur,baden-wuerttemberg,code08121,"heilbronn, stadt",52.797
2000,1.000 eur,baden-wuerttemberg,code08125,heilbronn,27.075
2001,1.000 eur,baden-wuerttemberg,code08125,heilbronn,27.941
2002,1.000 eur,baden-wuerttemberg,code08125,heilbronn,27.545
2003,1.000 eur,baden-wuerttemberg,code08125,heilbronn,28.846
2004,1.000 eur,baden-wuerttemberg,code08125,heilbronn,29.421
2005,1.000 eur,baden-wuerttemberg,code08125,heilbronn,30.67
2006,1.000 eur,baden-wuerttemberg,code08125,heilbronn,34.298
2007,1.000 eur,baden-wuerttemberg,code08125,heilbronn,36.199
2008,1.000 eur,baden-wuerttemberg,code08125,heilbronn,37.303
2009,1.000 eur,baden-wuerttemberg,code08125,heilbronn,35.113
2010,1.000 eur,baden-wuerttemberg,code08125,heilbronn,37.273
2011,1.000 eur,baden-wuerttemberg,code08125,heilbronn,41.036
2012,1.000 eur,baden-wuerttemberg,code08125,heilbronn,44.273
2013,1.000 eur,baden-wuerttemberg,code08125,heilbronn,46.136
2014,1.000 eur,baden-wuerttemberg,code08125,heilbronn,47.255
2015,1.000 eur,baden-wuerttemberg,code08125,heilbronn,48.471
2016,1.000 eur,baden-wuerttemberg,code08125,heilbronn,47.684
2017,1.000 eur,baden-wuerttemberg,code08125,heilbronn,49.837
2000,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,29.305
2001,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,29.944
2002,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,29.867
2003,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,29.843
2004,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,30.707
2005,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,31.669
2006,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,33.766
2007,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,36.209
2008,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,36.647
2009,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,35.046
2010,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,37.167
2011,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,40.425
2012,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,41.983
2013,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,42.458
2014,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,44.466
2015,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,45.633
2016,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,47.55
2017,1.000 eur,baden-wuerttemberg,code08126,hohenlohekreis,49.703
2000,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,24.984
2001,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,25.007
2002,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,25.852
2003,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,25.132
2004,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,25.984
2005,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,27.545
2006,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,28.894
2007,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,30.904
2008,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,32.157
2009,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,31.365
2010,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,32.932
2011,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,33.797
2012,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,35.171
2013,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,36.177
2014,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,37.542
2015,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,38.766
2016,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,39.769
2017,1.000 eur,baden-wuerttemberg,code08127,schwäbisch hall,40.688
2000,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,25.829
2001,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,25.427
2002,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,25.597
2003,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,25.992
2004,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,26.659
2005,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,27.781
2006,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,28.95
2007,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,29.759
2008,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,30.985
2009,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,29.508
2010,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,32.215
2011,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,33.466
2012,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,33.649
2013,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,33.688
2014,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,33.957
2015,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,35.492
2016,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,35.44
2017,1.000 eur,baden-wuerttemberg,code08128,main-tauber-kreis,37.378
2000,1.000 eur,baden-wuerttemberg,code08135,heidenheim,27.175
2001,1.000 eur,baden-wuerttemberg,code08135,heidenheim,27.562
2002,1.000 eur,baden-wuerttemberg,code08135,heidenheim,26.803
2003,1.000 eur,baden-wuerttemberg,code08135,heidenheim,26.406
2004,1.000 eur,baden-wuerttemberg,code08135,heidenheim,27.325
2005,1.000 eur,baden-wuerttemberg,code08135,heidenheim,27.514
2006,1.000 eur,baden-wuerttemberg,code08135,heidenheim,28.932
2007,1.000 eur,baden-wuerttemberg,code08135,heidenheim,30.298
2008,1.000 eur,baden-wuerttemberg,code08135,heidenheim,30.509
2009,1.000 eur,baden-wuerttemberg,code08135,heidenheim,31.192
2010,1.000 eur,baden-wuerttemberg,code08135,heidenheim,30.879
2011,1.000 eur,baden-wuerttemberg,code08135,heidenheim,32.54
2012,1.000 eur,baden-wuerttemberg,code08135,heidenheim,32.609
2013,1.000 eur,baden-wuerttemberg,code08135,heidenheim,30.621
2014,1.000 eur,baden-wuerttemberg,code08135,heidenheim,31.25
2015,1.000 eur,baden-wuerttemberg,code08135,heidenheim,33.215
2016,1.000 eur,baden-wuerttemberg,code08135,heidenheim,34.343
2017,1.000 eur,baden-wuerttemberg,code08135,heidenheim,36.141
2000,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,24.416
2001,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,25.282
2002,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,24.514
2003,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,25.988
2004,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,26.699
2005,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,27.911
2006,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,29.275
2007,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,32.173
2008,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,31.655
2009,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,28.42
2010,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,32.568
2011,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,35.716
2012,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,36.811
2013,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,37.641
2014,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,39.832
2015,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,39.976
2016,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,40.645
2017,1.000 eur,baden-wuerttemberg,code08136,ostalbkreis,42.988
2000,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",36.127
2001,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",37.094
2002,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",37.917
2003,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",39.092
2004,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",40.084
2005,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",40.086
2006,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",41.339
2007,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",43.485
2008,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",45.677
2009,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",45.75
2010,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",46.827
2011,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",48.271
2012,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",50.548
2013,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",49.09
2014,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",51.769
2015,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",51.801
2016,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",52.287
2017,1.000 eur,baden-wuerttemberg,code08211,"baden-baden, stadt",52.493
2000,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",47.009
2001,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",48.686
2002,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",47.95
2003,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",47.926
2004,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",50.898
2005,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",51.277
2006,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",54.504
2007,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",56.031
2008,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",54.934
2009,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",54.912
2010,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",56.848
2011,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",57.253
2012,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",58.126
2013,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",58.072
2014,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",59.206
2015,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",61.948
2016,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",61.51
2017,1.000 eur,baden-wuerttemberg,code08212,"karlsruhe, stadt",62.632
2000,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,24.568
2001,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,25.169
2002,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,25.714
2003,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,24.854
2004,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,24.942
2005,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,25.855
2006,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,27.857
2007,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,29.758
2008,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,32.161
2009,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,29.911
2010,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,31.388
2011,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,32.825
2012,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,32.891
2013,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,32.578
2014,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,32.964
2015,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,35.32
2016,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,35.747
2017,1.000 eur,baden-wuerttemberg,code08215,karlsruhe,37.19
2000,1.000 eur,baden-wuerttemberg,code08216,rastatt,26.727
2001,1.000 eur,baden-wuerttemberg,code08216,rastatt,29.245
2002,1.000 eur,baden-wuerttemberg,code08216,rastatt,28.867
2003,1.000 eur,baden-wuerttemberg,code08216,rastatt,30.083
2004,1.000 eur,baden-wuerttemberg,code08216,rastatt,31.015
2005,1.000 eur,baden-wuerttemberg,code08216,rastatt,31.59
2006,1.000 eur,baden-wuerttemberg,code08216,rastatt,33.203
2007,1.000 eur,baden-wuerttemberg,code08216,rastatt,34.809
2008,1.000 eur,baden-wuerttemberg,code08216,rastatt,34.375
2009,1.000 eur,baden-wuerttemberg,code08216,rastatt,29.472
2010,1.000 eur,baden-wuerttemberg,code08216,rastatt,35.297
2011,1.000 eur,baden-wuerttemberg,code08216,rastatt,37.725
2012,1.000 eur,baden-wuerttemberg,code08216,rastatt,36.828
2013,1.000 eur,baden-wuerttemberg,code08216,rastatt,36.891
2014,1.000 eur,baden-wuerttemberg,code08216,rastatt,38.847
2015,1.000 eur,baden-wuerttemberg,code08216,rastatt,40.62
2016,1.000 eur,baden-wuerttemberg,code08216,rastatt,42.196
2017,1.000 eur,baden-wuerttemberg,code08216,rastatt,43.269
2000,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",41.92
2001,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",42.772
2002,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",42.902
2003,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",42.158
2004,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",41.038
2005,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",41.366
2006,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",44.35
2007,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",44.906
2008,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",46.97
2009,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",47.497
2010,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",48.408
2011,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",48.698
2012,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",51.518
2013,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",51.301
2014,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",53.402
2015,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",52.43
2016,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",52.599
2017,1.000 eur,baden-wuerttemberg,code08221,"heidelberg, stadt",54.429
2000,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",45.484
2001,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",47.594
2002,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",50.755
2003,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",52.411
2004,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",51.824
2005,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",52.454
2006,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",53.96
2007,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",55.852
2008,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",57.869
2009,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",55.616
2010,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",56.498
2011,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",58.483
2012,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",58.222
2013,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",60.182
2014,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",60.166
2015,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",62.442
2016,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",63.322
2017,1.000 eur,baden-wuerttemberg,code08222,"mannheim, stadt",65.444
2000,1.000 eur,baden-wuerttemberg,code08225,neckar-odenwald-kreis,21.068
2001,1.000 eur,baden-wuerttemberg,code08225,neckar-odenwald-kreis,22.061
2002,1.000 eur,baden-wuerttemberg,code08225,neckar-odenwald-kreis,22.198
2003,1.000 eur,baden-wuerttemberg,code08225,neckar-odenwald-kreis,21.856
2004,1.000 eur,baden-wuerttemberg,code08225,neckar-odenwald-kreis,21.758
