Year,Units,display,title,Bundesland,GeoCode,Value
2013,number,a) time series,c) researchers from other developing and emerging countries,bb,,209
2014,number,a) time series,c) researchers from other developing and emerging countries,bb,,227
2015,number,a) time series,c) researchers from other developing and emerging countries,bb,,232
2016,number,a) time series,c) researchers from other developing and emerging countries,bb,,267
2017,number,a) time series,c) researchers from other developing and emerging countries,bb,,322
2018,number,a) time series,c) researchers from other developing and emerging countries,bb,,352
2019,number,a) time series,c) researchers from other developing and emerging countries,bb,,414
2006,number,a) time series,c) researchers from other developing and emerging countries,hb,,108
2007,number,a) time series,c) researchers from other developing and emerging countries,hb,,96
2008,number,a) time series,c) researchers from other developing and emerging countries,hb,,116
2009,number,a) time series,c) researchers from other developing and emerging countries,hb,,156
2010,number,a) time series,c) researchers from other developing and emerging countries,hb,,181
2011,number,a) time series,c) researchers from other developing and emerging countries,hb,,184
2012,number,a) time series,c) researchers from other developing and emerging countries,hb,,177
2013,number,a) time series,c) researchers from other developing and emerging countries,hb,,193
2014,number,a) time series,c) researchers from other developing and emerging countries,hb,,192
2015,number,a) time series,c) researchers from other developing and emerging countries,hb,,195
2016,number,a) time series,c) researchers from other developing and emerging countries,hb,,204
2017,number,a) time series,c) researchers from other developing and emerging countries,hb,,225
2018,number,a) time series,c) researchers from other developing and emerging countries,hb,,219
2019,number,a) time series,c) researchers from other developing and emerging countries,hb,,238
2006,number,a) time series,c) researchers from other developing and emerging countries,hh,,162
2007,number,a) time series,c) researchers from other developing and emerging countries,hh,,215
2008,number,a) time series,c) researchers from other developing and emerging countries,hh,,242
2009,number,a) time series,c) researchers from other developing and emerging countries,hh,,272
2010,number,a) time series,c) researchers from other developing and emerging countries,hh,,282
2011,number,a) time series,c) researchers from other developing and emerging countries,hh,,281
2012,number,a) time series,c) researchers from other developing and emerging countries,hh,,281
2013,number,a) time series,c) researchers from other developing and emerging countries,hh,,330
2014,number,a) time series,c) researchers from other developing and emerging countries,hh,,340
2015,number,a) time series,c) researchers from other developing and emerging countries,hh,,347
2016,number,a) time series,c) researchers from other developing and emerging countries,hh,,416
2017,number,a) time series,c) researchers from other developing and emerging countries,hh,,442
2018,number,a) time series,c) researchers from other developing and emerging countries,hh,,496
2019,number,a) time series,c) researchers from other developing and emerging countries,hh,,578
2006,number,a) time series,c) researchers from other developing and emerging countries,he,,469
2007,number,a) time series,c) researchers from other developing and emerging countries,he,,520
2008,number,a) time series,c) researchers from other developing and emerging countries,he,,628
2009,number,a) time series,c) researchers from other developing and emerging countries,he,,730
2010,number,a) time series,c) researchers from other developing and emerging countries,he,,836
2011,number,a) time series,c) researchers from other developing and emerging countries,he,,898
2012,number,a) time series,c) researchers from other developing and emerging countries,he,,921
2013,number,a) time series,c) researchers from other developing and emerging countries,he,,1017
2014,number,a) time series,c) researchers from other developing and emerging countries,he,,1063
2015,number,a) time series,c) researchers from other developing and emerging countries,he,,1065
2016,number,a) time series,c) researchers from other developing and emerging countries,he,,1089
2017,number,a) time series,c) researchers from other developing and emerging countries,he,,1146
2018,number,a) time series,c) researchers from other developing and emerging countries,he,,1238
2019,number,a) time series,c) researchers from other developing and emerging countries,he,,1344
2006,number,a) time series,c) researchers from other developing and emerging countries,mv,,67
2007,number,a) time series,c) researchers from other developing and emerging countries,mv,,73
2008,number,a) time series,c) researchers from other developing and emerging countries,mv,,94
2009,number,a) time series,c) researchers from other developing and emerging countries,mv,,102
2010,number,a) time series,c) researchers from other developing and emerging countries,mv,,139
2011,number,a) time series,c) researchers from other developing and emerging countries,mv,,128
2012,number,a) time series,c) researchers from other developing and emerging countries,mv,,139
2013,number,a) time series,c) researchers from other developing and emerging countries,mv,,160
2014,number,a) time series,c) researchers from other developing and emerging countries,mv,,176
2015,number,a) time series,c) researchers from other developing and emerging countries,mv,,176
2016,number,a) time series,c) researchers from other developing and emerging countries,mv,,194
2017,number,a) time series,c) researchers from other developing and emerging countries,mv,,209
2018,number,a) time series,c) researchers from other developing and emerging countries,mv,,239
2019,number,a) time series,c) researchers from other developing and emerging countries,mv,,276
2006,number,a) time series,c) researchers from other developing and emerging countries,ni,,519
2007,number,a) time series,c) researchers from other developing and emerging countries,ni,,646
2008,number,a) time series,c) researchers from other developing and emerging countries,ni,,710
2009,number,a) time series,c) researchers from other developing and emerging countries,ni,,797
2010,number,a) time series,c) researchers from other developing and emerging countries,ni,,883
2011,number,a) time series,c) researchers from other developing and emerging countries,ni,,915
2012,number,a) time series,c) researchers from other developing and emerging countries,ni,,1010
2013,number,a) time series,c) researchers from other developing and emerging countries,ni,,1132
2014,number,a) time series,c) researchers from other developing and emerging countries,ni,,1140
2015,number,a) time series,c) researchers from other developing and emerging countries,ni,,1206
2016,number,a) time series,c) researchers from other developing and emerging countries,ni,,1250
2017,number,a) time series,c) researchers from other developing and emerging countries,ni,,1343
2018,number,a) time series,c) researchers from other developing and emerging countries,ni,,1475
2019,number,a) time series,c) researchers from other developing and emerging countries,ni,,1549
2006,number,a) time series,c) researchers from other developing and emerging countries,nw,,1399
2007,number,a) time series,c) researchers from other developing and emerging countries,nw,,1240
2008,number,a) time series,c) researchers from other developing and emerging countries,nw,,1675
2009,number,a) time series,c) researchers from other developing and emerging countries,nw,,2017
2010,number,a) time series,c) researchers from other developing and emerging countries,nw,,2178
2011,number,a) time series,c) researchers from other developing and emerging countries,nw,,2221
2012,number,a) time series,c) researchers from other developing and emerging countries,nw,,2293
2013,number,a) time series,c) researchers from other developing and emerging countries,nw,,2473
2014,number,a) time series,c) researchers from other developing and emerging countries,nw,,2749
2015,number,a) time series,c) researchers from other developing and emerging countries,nw,,2949
2016,number,a) time series,c) researchers from other developing and emerging countries,nw,,3199
2017,number,a) time series,c) researchers from other developing and emerging countries,nw,,3539
2018,number,a) time series,c) researchers from other developing and emerging countries,nw,,3955
2019,number,a) time series,c) researchers from other developing and emerging countries,nw,,4306
2006,number,a) time series,c) researchers from other developing and emerging countries,rp,,238
2007,number,a) time series,c) researchers from other developing and emerging countries,rp,,254
2008,number,a) time series,c) researchers from other developing and emerging countries,rp,,291
2009,number,a) time series,c) researchers from other developing and emerging countries,rp,,302
2010,number,a) time series,c) researchers from other developing and emerging countries,rp,,404
2011,number,a) time series,c) researchers from other developing and emerging countries,rp,,412
2012,number,a) time series,c) researchers from other developing and emerging countries,rp,,472
2013,number,a) time series,c) researchers from other developing and emerging countries,rp,,505
2014,number,a) time series,c) researchers from other developing and emerging countries,rp,,514
2015,number,a) time series,c) researchers from other developing and emerging countries,rp,,529
2016,number,a) time series,c) researchers from other developing and emerging countries,rp,,602
2017,number,a) time series,c) researchers from other developing and emerging countries,rp,,640
2018,number,a) time series,c) researchers from other developing and emerging countries,rp,,653
2019,number,a) time series,c) researchers from other developing and emerging countries,rp,,756
2006,number,a) time series,c) researchers from other developing and emerging countries,sl,,111
2007,number,a) time series,c) researchers from other developing and emerging countries,sl,,102
2008,number,a) time series,c) researchers from other developing and emerging countries,sl,,108
2009,number,a) time series,c) researchers from other developing and emerging countries,sl,,162
2010,number,a) time series,c) researchers from other developing and emerging countries,sl,,182
2011,number,a) time series,c) researchers from other developing and emerging countries,sl,,227
2012,number,a) time series,c) researchers from other developing and emerging countries,sl,,236
2013,number,a) time series,c) researchers from other developing and emerging countries,sl,,271
2014,number,a) time series,c) researchers from other developing and emerging countries,sl,,299
2015,number,a) time series,c) researchers from other developing and emerging countries,sl,,330
2016,number,a) time series,c) researchers from other developing and emerging countries,sl,,325
2017,number,a) time series,c) researchers from other developing and emerging countries,sl,,322
2018,number,a) time series,c) researchers from other developing and emerging countries,sl,,384
2019,number,a) time series,c) researchers from other developing and emerging countries,sl,,371
2006,number,a) time series,c) researchers from other developing and emerging countries,sn,,304
2007,number,a) time series,c) researchers from other developing and emerging countries,sn,,326
2008,number,a) time series,c) researchers from other developing and emerging countries,sn,,376
2009,number,a) time series,c) researchers from other developing and emerging countries,sn,,445
2010,number,a) time series,c) researchers from other developing and emerging countries,sn,,487
2011,number,a) time series,c) researchers from other developing and emerging countries,sn,,498
2012,number,a) time series,c) researchers from other developing and emerging countries,sn,,549
2013,number,a) time series,c) researchers from other developing and emerging countries,sn,,650
2014,number,a) time series,c) researchers from other developing and emerging countries,sn,,741
2015,number,a) time series,c) researchers from other developing and emerging countries,sn,,766
2016,number,a) time series,c) researchers from other developing and emerging countries,sn,,845
2017,number,a) time series,c) researchers from other developing and emerging countries,sn,,1003
2018,number,a) time series,c) researchers from other developing and emerging countries,sn,,1114
2019,number,a) time series,c) researchers from other developing and emerging countries,sn,,1338
2006,number,a) time series,c) researchers from other developing and emerging countries,st,,136
2007,number,a) time series,c) researchers from other developing and emerging countries,st,,161
2008,number,a) time series,c) researchers from other developing and emerging countries,st,,175
2009,number,a) time series,c) researchers from other developing and emerging countries,st,,195
2010,number,a) time series,c) researchers from other developing and emerging countries,st,,227
2011,number,a) time series,c) researchers from other developing and emerging countries,st,,234
2012,number,a) time series,c) researchers from other developing and emerging countries,st,,277
2013,number,a) time series,c) researchers from other developing and emerging countries,st,,272
2014,number,a) time series,c) researchers from other developing and emerging countries,st,,270
2015,number,a) time series,c) researchers from other developing and emerging countries,st,,320
2016,number,a) time series,c) researchers from other developing and emerging countries,st,,321
2017,number,a) time series,c) researchers from other developing and emerging countries,st,,393
2018,number,a) time series,c) researchers from other developing and emerging countries,st,,470
2019,number,a) time series,c) researchers from other developing and emerging countries,st,,512
2006,number,a) time series,c) researchers from other developing and emerging countries,sh,,148
2007,number,a) time series,c) researchers from other developing and emerging countries,sh,,129
2008,number,a) time series,c) researchers from other developing and emerging countries,sh,,147
2009,number,a) time series,c) researchers from other developing and emerging countries,sh,,149
2010,number,a) time series,c) researchers from other developing and emerging countries,sh,,180
2011,number,a) time series,c) researchers from other developing and emerging countries,sh,,191
2012,number,a) time series,c) researchers from other developing and emerging countries,sh,,201
2013,number,a) time series,c) researchers from other developing and emerging countries,sh,,204
2014,number,a) time series,c) researchers from other developing and emerging countries,sh,,207
2015,number,a) time series,c) researchers from other developing and emerging countries,sh,,218
2016,number,a) time series,c) researchers from other developing and emerging countries,sh,,235
2017,number,a) time series,c) researchers from other developing and emerging countries,sh,,279
2018,number,a) time series,c) researchers from other developing and emerging countries,sh,,326
2019,number,a) time series,c) researchers from other developing and emerging countries,sh,,361
2006,number,a) time series,c) researchers from other developing and emerging countries,th,,146
2007,number,a) time series,c) researchers from other developing and emerging countries,th,,167
2008,number,a) time series,c) researchers from other developing and emerging countries,th,,194
2009,number,a) time series,c) researchers from other developing and emerging countries,th,,264
2010,number,a) time series,c) researchers from other developing and emerging countries,th,,313
2011,number,a) time series,c) researchers from other developing and emerging countries,th,,348
2012,number,a) time series,c) researchers from other developing and emerging countries,th,,387
2013,number,a) time series,c) researchers from other developing and emerging countries,th,,417
2014,number,a) time series,c) researchers from other developing and emerging countries,th,,457
2015,number,a) time series,c) researchers from other developing and emerging countries,th,,498
2016,number,a) time series,c) researchers from other developing and emerging countries,th,,452
2017,number,a) time series,c) researchers from other developing and emerging countries,th,,518
2018,number,a) time series,c) researchers from other developing and emerging countries,th,,594
2019,number,a) time series,c) researchers from other developing and emerging countries,th,,665
